user_score,publisher,rating,title,metascore,platform,genre,developer
6.6,Daedalic Entertainment,E10+,AER: Memories of Old,70,PS4,"Action Adventure,General,Open-World",Daedalic Entertainment
6.7,GAIJINWORKS,T,Summon Night 6: Lost Borders,71,PS4,"Role-Playing,Japanese-Style",Media Vision
7.1,Koei Tecmo Games,T,Nights of Azure 2: Bride of the New Moon,66,PS4,"Action,General,Role-Playing,Action RPG",Gust
7.6,Bethesda Softworks,M,Wolfenstein II: The New Colossus,87,PS4,"Action,Shooter,First-Person,Arcade",MachineGames
7.2,Maximum Games,E,Spintires: Mudrunner,67,PS4,"Simulation,Vehicle,Civilian",Koch Media
6.0,Accolade,E,Bubsy: The Woolies Strike Back,45,PS4,"Action,Platformer,2D",Black Forest Games
8.0,Bandai Namco Games,T,.hack//G.U. Last Recode,76,PS4,"Miscellaneous,Compilation",CyberConnect2
4.2,Activision,M,Call of Duty: WWII,79,PS4,"Action,Shooter,First-Person,Arcade",Sledgehammer Games
5.0,"MunkyFun, Inc.",T,League of War: VR Arena,46,PS4,"Strategy,Real-Time,General","MunkyFun, Inc."
8.0,Sony Interactive Entertainment,T,Horizon Zero Dawn: The Frozen Wilds,83,PS4,"Role-Playing,Action RPG",Guerrilla
7.7,Defiant Development,T,Hand of Fate 2,82,PS4,"Miscellaneous,Board / Card Game",Defiant Development
4.1,Electronic Arts,T,Need for Speed Payback,61,PS4,"Simulation,Racing,Arcade,Automobile",Ghost Games
6.5,Telltale Games,T,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',72,PS4,"Action,Adventure,General,3D,Third-Person",Telltale Games
8.0,Rockstar Games,M,L.A. Noire,76,PS4,"Adventure,3D,Third-Person",Team Bondi
1.7,2K Games,E10+,NBA 2K18,80,PS4,"Arcade,Sports,Team,Basketball,Sim",Visual Concepts
7.1,SegaSoft,E10+,Sonic Forces,57,PS4,"Action Adventure,General","SegaSoft, Sonic Team"
6.6,Sony Interactive Entertainment,M,Nioh: Bloodshed's End,85,PS4,"Role-Playing,Action RPG",Team Ninja
7.4,Maximum Games,E,WRC 7,70,PS4,"Racing,Simulation,Automobile",Kylotonn
7.4,Pocketwatch Games,T,Tooth and Tail,78,PS4,"Strategy,Real-Time,General",Pocketwatch Games
7.6,505 Games,E,Redout,81,PS4,"Racing,Arcade,Futuristic",505 Games
7.4,Capcom,M,Resident Evil: Revelations,70,PS4,"Action Adventure,Survival",Capcom
6.2,2K Games,T,XCOM 2: War of the Chosen,94,PS4,"Strategy,Turn-Based,Tactics",Firaxis Games
7.3,DotEmu,E,WindJammers,76,PS4,"Sports,Individual,Other",DotEmu
7.1,Koei Tecmo Games,T,Warriors All-Stars,70,PS4,"Action,Beat-'Em-Up,3D",Omega Force
7.7,Square Enix,M,Life is Strange: Before the Storm - Episode 1: Awake,78,PS4,"Action Adventure,General",Deck Nine Games
4.2,Studio Wildcard,T,ARK: Survival Evolved,69,PS4,"Action Adventure,Sandbox",Studio Wildcard
8.6,Sega,M,Yakuza Kiwami,80,PS4,"Action Adventure,Open-World",Ryu ga Gotoku Studios
7.2,EXOR Studios,T,X-Morph: Defense,78,PS4,"Strategy,Real-Time,Defense",EXOR Studios
5.9,Devolver Digital,T,Absolver,69,PS4,"Role-Playing,Action RPG",Sloclap
7.8,SCEA,E,Everybody's Golf,78,PS4,"Traditional,Sports,Individual,Golf,Arcade","SCEI, Clap Hanz"
6.5,Fabrik Games,E10+,The Lost Bear,77,PS4,"Adventure,3D,First-Person",Fabrik Games
6.7,Sekai Project,T,Rabi-Ribi,80,PS4,"Action,Platformer,2D",CreSpirit
8.0,Square Enix,M,Life is Strange: Before the Storm,77,PS4,"Action Adventure,General",Deck Nine Games
7.7,505 Games,E,Last Day of June,75,PS4,"Adventure,General",Ovosonico
7.4,Aqua Plus,M,Utawarerumono: Mask of Truth,75,PS4,"Strategy,Turn-Based,General",Aqua Plus
6.4,Double Eleven,T,Songbringer,71,PS4,"Action Adventure,General",Wizard Fu Games
7.5,Sony Interactive Entertainment,E10+,Knack 2,69,PS4,"Action Adventure,Linear",SCE Japan Studio
4.9,Activision,T,Destiny 2,85,PS4,"Action,Shooter,First-Person,Arcade",Bungie
7.0,Kalypso,M,Ken Follett's The Pillars of the Earth,75,PS4,"Adventure,Visual Novel",Kalypso
5.9,704Games,E,NASCAR Heat 2,66,PS4,"Racing,Simulation,Automobile","Monster Games Inc., 704Games"
7.0,XSEED Games,M,Senran Kagura: Peach Beach Splash,70,PS4,"Action,Shooter,Third-Person,Arcade",Marvelous Inc.
8.2,NIS America,T,Ys VIII: Lacrimosa of DANA,85,PS4,"Role-Playing,Action RPG",Falcom
7.7,Bandai Namco Games,M,Get Even,71,PS4,"Modern,Action,Shooter,First-Person,Arcade",The Farm 51
8.4,YummyYummyTummy,E10+,Fallen Legion: Sins of an Empire,64,PS4,"Role-Playing,Action RPG",YummyYummyTummy
5.5,Sony Interactive Entertainment,E,Patapon,72,PS4,"Action,Rhythm,Music",Sony Interactive Entertainment
7.0,Team 17,E10+,Aven Colony,73,PS4,"Strategy,Management,Government","Sold Out Software, Mothership Entertainment"
6.2,Maximum Games,E,The Golf Club 2,76,PS4,"Sports,Individual,Golf,Arcade",Maximum Games
6.0,TIGAMES,T,Ancient Amuletor,60,PS4,"Adventure,3D,First-Person",TIGAMES
7.3,Frontier Developments,T,Elite: Dangerous,77,PS4,"Simulation,Space,Civilian",Frontier Developments
7.2,NIS America,M,Danganronpa Another Episode: Ultra Despair Girls,67,PS4,"Action Adventure,General",Spike Chunsoft
6.2,Alientrap,T,Cryptark,75,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Alientrap
6.9,Square Enix,T,Final Fantasy XV: Episode Prompto,65,PS4,"Role-Playing,Action RPG",Square Enix
5.9,SegaSoft,T,Valkyria Revolution,54,PS4,"Strategy,Turn-Based,Tactics",Media Vision
6.5,Vertigo Games,M,Arizona Sunshine,63,PS4,"Action,Shooter,First-Person,Arcade",Jaywalkers Interactive
1.8,Soedesco,,AereA,46,PS4,"Role-Playing,Action RPG","Triangle Studios, Soedesco"
3.9,Codemasters,E10+,Micro Machines World Series,59,PS4,"Racing,General,Arcade,Automobile","Codemasters, Just Add Water"
8.7,Activision,E10+,Crash Bandicoot N. Sane Trilogy,80,PS4,"Miscellaneous,Compilation",Vicarious Visions
7.2,Wish Studios,T,That's You!,70,PS4,"Miscellaneous,Party / Minigame",Wish Studios
6.1,Bandai Namco Games,T,Little Nightmares: The Depths,62,PS4,"General,Action Adventure,Linear",Tarsier Studios
6.3,Activision,M,Call of Duty: Infinite Warfare - Absolution,69,PS4,"Action,Shooter,First-Person,Tactical",Infinity Ward
5.9,Bandai Namco Games,T,Accel World vs. Sword Art Online: Millennium Twilight,64,PS4,"Role-Playing,Action RPG",Artdink
2.5,Koch Media,E,MotoGP 17,68,PS4,"Racing,Arcade,Automobile","Koch Media, Milestone S.r.l"
7.3,Bigben Interactive,T,Hunting Simulator,57,PS4,"Sports,Individual,Nature,Hunting",Maximum Games
7.2,Square Enix,T,Black The Fall,66,PS4,"Action,General",Sand Sailor Studio
7.1,Curve Digital,M,Serial Cleaner,72,PS4,"Action,Action Adventure,General,Linear","iFun4all, Curve Digital"
3.0,Telltale Games,E10+,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,68,PS4,"Adventure,Point-and-Click",Telltale Games
7.8,Bethesda Softworks,M,Prey,79,PS4,"General,Action,Shooter,First-Person,Arcade",Arkane Studios
5.7,Cardboard Utopia,T,Children of Zodiarcs,81,PS4,"Role-Playing,Japanese-Style",Cardboard Utopia
7.5,Square Enix,T,Final Fantasy XII: The Zodiac Age,86,PS4,"Role-Playing,Japanese-Style",Square Enix
9.1,Atlus,M,Persona 5,93,PS4,"Role-Playing,Japanese-Style",Atlus
7.3,PaperSeven,E,Blackwood Crossing,71,PS4,"Adventure,General",PaperSeven
5.2,Sony Interactive Entertainment,E,PaRappa the Rapper Remastered,61,PS4,"Action,Rhythm,Music","NanaOn-Sha, Sony Interactive Entertainment"
7.3,Warner Bros. Interactive Entertainment,E10+,LEGO City Undercover,77,PS4,"Action Adventure,Open-World",TT Games
5.9,SCEA,M,Drawn to Death,56,PS4,"Action,Shooter,Third-Person,Sci-Fi,Arcade",SCEA San Diego Studios
7.7,Badland Games,T,The Sexy Brutale,77,PS4,"Adventure,General","Abstraction Games, Tequila Works, Cavalier Game Studios"
7.1,Epic Games,M,Bulletstorm: Full Clip Edition,75,PS4,"Action,Shooter,First-Person,Arcade",People Can Fly
7.2,Sony Interactive Entertainment,T,Starblood Arena,68,PS4,"Action,General",WhiteMoon Dreams
6.5,Playism,E,Kero Blaster,79,PS4,"Action,Platformer,Shooter,2D,Shoot-'Em-Up,Vertical",Studio Pixel
7.2,Limited Run Games,E10+,Flinthook,76,PS4,"Action,Platformer,2D",Tribute Games
5.6,Mad Fellows Ltd,E10+,Aaero,77,PS4,"Action,Shooter,Rail",Mad Fellows Ltd
7.3,Zeboyd Games,T,Cosmic Star Heroine,76,PS4,"Console-style RPG,Console-style RPG,Role-Playing,Japanese-Style",Zeboyd Games
6.2,Team 17,E10+,Yooka-Laylee,68,PS4,"Action,Platformer,3D",Playtonic Games
5.8,MOONFACTORY SC,,Rolling Bob,58,PS4,"Action,Platformer,2D",MOONFACTORY SC
6.2,MY.COM,E10+,VR Invaders: Complete Edition,68,PS4,"Action,Shooter,Light Gun",MY.COM
7.5,Double Fine Productions,T,Full Throttle Remastered,76,PS4,"Adventure,Point-and-Click",Double Fine Productions
7.3,Wales Interactive Ltd.,M,Late Shift,59,PS4,"Adventure,General",Wales Interactive Ltd.
2.5,Activision,,Call of Duty: Infinite Warfare - Continuum,75,PS4,"Action,Shooter,First-Person,Tactical",Infinity Ward
5.6,Telltale Games,T,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,72,PS4,"Action,Adventure,General,3D,Third-Person",Telltale Games
7.2,Focus Home Interactive,T,Shiness: The Lightning Kingdom,67,PS4,"Role-Playing,Action RPG",Enigami
7.3,Capcom,E10+,The Disney Afternoon Collection,76,PS4,"Miscellaneous,Compilation",Capcom
6.9,NIS America,M,The Silver Case,64,PS4,"General,Adventure,Visual Novel",Grasshopper Manufacture
7.8,XSEED Games,T,Shantae: Half-Genie Hero,81,PS4,"Action,Platformer,Platformer,2D,2D",WayForward
7.8,DotEmu,E10+,Wonder Boy: The Dragon's Trap,79,PS4,"Action Adventure,General",Lizardcube
7.8,Sega,T,Hatsune Miku: Project Diva Future Tone - Colorful Tone,84,PS4,"Action,Rhythm,Music",Sega
6.6,Telltale Games,M,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,80,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
7.5,Sega,T,Hatsune Miku: Project Diva Future Tone - Future Sound,84,PS4,"Action,Rhythm,Music",Sega
5.4,Curve Digital,T,The Flame in the Flood: Complete Edition,76,PS4,"Action Adventure,General",The Molasses Flood
7.0,Telltale Games,M,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,80,PS4,"Action,General,Adventure,Point-and-Click",Telltale Games
7.3,XSEED Games,T,Fate/Extella: The Umbral Star,67,PS4,"Action,Beat-'Em-Up,3D",Marvelous Inc.
5.6,Bandai Namco Games,E10+,Mighty Morphin Power Rangers: Mega Battle,49,PS4,"Action,Beat-'Em-Up,2D",Bandai Namco Games
6.4,Square Enix,T,The Turing Test,74,PS4,"Action,Shooter,First-Person,Arcade",Bulkhead Interactive
3.3,MidBoss,M,2064: Read Only Memories,76,PS4,"General,Adventure,Point-and-Click",MidBoss
7.8,Capcom,M,Resident Evil 7: biohazard,86,PS4,"Action Adventure,Survival",Capcom
8.3,SCEA,T,Gravity Rush 2,80,PS4,"Action,Platformer,3D",SCE Japan Studio
7.3,Square Enix,E10+,Kingdom Hearts HD 2.8 Final Chapter Prologue,76,PS4,"Miscellaneous,Compilation,Role-Playing,Action RPG",Square Enix
8.0,Bandai Namco Games,T,Tales of Berseria,79,PS4,"Japanese-Style,Role-Playing,Action RPG",Bandai Namco Games
8.8,Sega,M,Yakuza 0,85,PS4,"Action Adventure,Open-World",Ryu ga Gotoku Studios
6.6,Arc System Works,E10+,Double Dragon IV,49,PS4,"Action,Beat-'Em-Up,2D",Arc System Works
2.2,Zen Studios,,Pinball FX 2: Star Wars Pinball - Rogue One,74,PS4,"Action,Pinball",Zen Studios
5.4,PQube,E,Moto Racer 4,49,PS4,"Racing,Arcade,Other",PQube
1.8,Activision,,Call of Duty: Infinite Warfare - Sabotage,76,PS4,"Action,Shooter,First-Person,Tactical",Infinity Ward
4.8,Capcom,M,Resident Evil 7: biohazard - Banned Footage Vol. 1,75,PS4,"Action Adventure,Survival",Capcom
5.5,Webcore Games,E10+,Space Rift: Episode 1,48,PS4,"Action,Shooter,First-Person,Arcade","Webcore Games, Vibrant Core"
6.6,Koei Tecmo Games,T,Dynasty Warriors: Godseekers,70,PS4,"Strategy,Turn-Based,Tactics",Omega Force
5.5,My Dog Zorro,E,Linelight,77,PS4,"Puzzle,Action",My Dog Zorro
7.4,GungHo,M,Let It Die,72,PS4,"Action,General",Grasshopper Manufacture
6.3,Natsume,E10+,Wild Guns Reloaded,74,PS4,"Action,Platformer,2D","Natsume, NATSUME ATARI Inc."
2.1,Wired Productions,E10+,Super Dungeon Bros,43,PS4,"Action,General",React Games
6.3,Steel Crate Games,E10+,Keep Talking and Nobody Explodes,88,PS4,"Adventure,3D,First-Person",Steel Crate Games
7.4,Sony Interactive Entertainment,E10+,Headmaster,72,PS4,"Sports,Team,Soccer,Arcade",Frame Interactive
4.3,Archiact Interactive Ltd.,E,Waddle Home,57,PS4,"Puzzle,Action",Archiact Interactive Ltd.
7.0,Maximum Games,T,Loading Human: Chapter 1,53,PS4,"Adventure,3D,First-Person",Untold Games
6.0,CCP,T,EVE: Gunjack,60,PS4,"Simulation,Flight,Combat",CCP
4.8,Oasis Games,E10+,Ace Banana,40,PS4,"Action,General",TVR
7.3,SegaSoft,T,Hatsune Miku VR: Future Live,61,PS4,"Action,Rhythm,Music","SegaSoft, Sega"
7.7,SCEA,M,Until Dawn: Rush of Blood,72,PS4,"Action,Shooter,Rail",SuperMassive Games
6.8,Sony Interactive Entertainment,M,Here They Lie,62,PS4,"Adventure,3D,First-Person",The Tangentlemen
7.8,SCEA,T,RIGS: Mechanized Combat League,78,PS4,"Simulation,Vehicle,Combat",Guerilla Cambridge
7.2,Rebellion,T,Battlezone,66,PS4,"Action,Arcade",Rebellion
7.3,Owlchemy Labs,E10+,Job Simulator,71,PS4,"Action,General,Simulation,Virtual,Career",Owlchemy Labs
6.0,Polytron Corp.,E,SuperHyperCube,74,PS4,"Puzzle,General",KOKOROMI
6.7,CCP,T,EVE: Valkyrie,71,PS4,"Action,General,Simulation,Space,Combat",CCP
5.0,nDreams,T,The Assembly,53,PS4,"Miscellaneous,General",nDreams
7.6,Enhance Games,E10+,Rez Infinite,89,PS4,"Action,Shooter,Rail","Q Entertainment, Monstars Inc., Enhance Games"
8.1,Warner Bros. Interactive Entertainment,T,Batman: Return to Arkham,73,PS4,"Miscellaneous,Compilation","Rocksteady Studios, Virtuos"
7.3,Warner Bros. Interactive Entertainment,E10+,LEGO Harry Potter Collection,73,PS4,"Miscellaneous,Compilation",Warner Bros. Interactive Entertainment
6.3,Focus Home Interactive,M,Mordheim: City of the Damned,72,PS4,"Strategy,Turn-Based,General,Tactics",Rogue Factor
7.3,Aksys Games,T,Exist Archive: The Other Side of the Sky,69,PS4,"Role-Playing,Japanese-Style",Tri-Ace
5.3,Activision,E10+,Skylanders Imaginators,79,PS4,"Action,Platformer,3D",Toys for Bob
6.0,Cherry Pop Games,E,SportsBarVR,55,PS4,"Sports,General","Cherry Pop Games, Perilous Orbit"
8.1,Electronic Arts,M,Battlefield 1,89,PS4,"Action,General,Shooter,First-Person,Tactical",EA DICE
6.2,OPQAM,E10+,Dogos,53,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Pablo Testa
6.6,Telltale Games,E10+,Minecraft: Story Mode - Episode 7: Access Denied,68,PS4,"Action Adventure,Adventure,Point-and-Click,Linear",Telltale Games
7.0,Activision,,Marvel: Ultimate Alliance Bundle,61,PS4,"Miscellaneous,Compilation",Raven Software
6.0,team ok,E10+,Chambara,71,PS4,"Action,General",team ok
6.8,Krillbite Studio,T,Among the Sleep,66,PS4,"Adventure,3D,First-Person",Krillbite Studio
7.5,Adult Swim,T,Headlander,77,PS4,"Action,Action Adventure,General,Platformer,2D",Double Fine Productions
4.1,Bethesda Softworks,,Fallout 4: Vault-Tec Workshop,60,PS4,"Role-Playing,Western-Style",Bethesda Game Studios
6.6,Vector Unit,E10+,Riptide GP: Renegade,71,PS4,"General,Racing,Arcade,Futuristic",Vector Unit
6.8,Idea Factory,T,Fairy Fencer F: Advent Dark Force,71,PS4,"Role-Playing,General,Japanese-Style",Compile Heart
7.7,Heart Machine,T,Hyper Light Drifter,79,PS4,"Role-Playing,Action RPG",Heart Machine
6.2,Artifex Mundi,T,Nightmares from the Deep: The Cursed Heart,58,PS4,"Puzzle,Hidden Object",Artifex Mundi
7.0,Aspyr,M,Layers of Fear: Inheritance,61,PS4,"Adventure,3D,First-Person",Bloober Team
7.3,Ubisoft,E10+,Risk: Urban Assault,61,PS4,"Strategy,Miscellaneous,Turn-Based,Board / Card Game,General",Zoe Mode
6.3,Digital Extremes,T,Sword Coast Legends,51,PS4,"Role-Playing,General,Western-Style",n-Space
7.9,Team 17,E,Overcooked,78,PS4,"Action,Simulation,Arcade,Virtual,Career",Ghost Town Games Ltd.
7.5,Spearhead Games,T,Stories: The Path of Destinies,73,PS4,"Role-Playing,Action RPG",Spearhead Games
8.9,Bandai Namco Games,M,Dark Souls III,89,PS4,"Role-Playing,Action RPG",From Software
8.6,SCEA,E10+,Ratchet & Clank,85,PS4,"Action,Platformer,3D",Insomniac Games
3.8,Activision,,Call of Duty: Black Ops III - Eclipse,74,PS4,"Action,Shooter,First-Person,Arcade",Treyarch
5.4,A Crowd of Monsters,,Blues and Bullets - Episode 1: The End of Peace,86,PS4,"Action Adventure,General",A Crowd of Monsters
6.9,Klei Entertainment,T,"Invisible, Inc. Console Edition",82,PS4,"General,Strategy,Turn-Based,Tactics",Klei Entertainment
6.1,Oasis Games,E,Koi,51,PS4,"Action Adventure,General",Oasis Games
7.4,DotEmu,E,Pang Adventures,63,PS4,"Action,Platformer,2D",Pasta Games
7.0,Konami,E,UEFA EURO 2016,72,PS4,"Sports,Team,Soccer,Sim",Konami
5.9,Zen Studios,,ZEN Pinball 2: Aliens Vs. Pinball,84,PS4,"Action,Pinball",Zen Studios
5.5,Nordic Games Publishing,E10+,Battle Worlds: Kronos,62,PS4,"Strategy,Turn-Based,General",KING Art
7.9,SCEA,M,Alienation,79,PS4,"Sci-Fi,Action,Shooter,Third-Person,Arcade",Housemarque
6.9,Square Enix,,Hitman - Episode 2: Sapienza,84,PS4,"Action Adventure,General",Io Interactive
6.9,Sierra Games,E10+,King's Quest Chapter 3: Once Upon a Climb,79,PS4,"Adventure,General",The Odd Gentlemen
7.5,tinyBuild,M,Party Hard,65,PS4,"Action,General",Pinokl Games
7.1,Question,M,The Magic Circle: Gold Edition,76,PS4,"Adventure,3D,First-Person",Question
7.3,HES Interactive,E,Don Bradman Cricket,76,PS4,"Sports,Team,Cricket",Big Ant Studios
6.7,Telltale Games,M,The Walking Dead: Michonne - A Telltale Miniseries,64,PS4,"Adventure,3D,Third-Person",Skybound LLC
7.5,Telltale Games,M,The Walking Dead: Michonne - Episode 3: What We Deserve,76,PS4,"Adventure,3D,Third-Person",Telltale Games
7.3,Infinitap Games,M,Neverending Nightmares,74,PS4,"Action Adventure,Survival",Infinitap Games
7.4,Ratloop Asia Pte Ltd,T,Rocketbirds 2: Evolution,67,PS4,"Action,Platformer,2D",Ratloop Asia Pte Ltd
5.6,Funcom,M,The Park,55,PS4,"Action Adventure,Survival",Funcom
6.6,House House,E,Push Me Pull You,75,PS4,"Sports,General",House House
7.2,Epic Games,T,Shadow Complex Remastered,80,PS4,"Action,Shooter,Third-Person,Arcade",Chair Entertainment
8.0,XSEED Games,M,Senran Kagura: Estival Versus,67,PS4,"Action,General",Marvelous Inc.
6.9,2K Games,T,Battleborn,68,PS4,"Sci-Fi,Action,Shooter,First-Person,Arcade",Gearbox Software
7.4,SCEA,T,Fat Princess Adventures,63,PS4,"Action,Role-Playing,General,Action RPG","SCE Santa Monica, Fun Bits"
6.0,GungHo,M,Republique,72,PS4,"Action Adventure,Linear","Camouflaj, LLC"
6.3,Vlambeer,E10+,Nuclear Throne,82,PS4,"General,Action,General,Shooter,Shoot-'Em-Up,Top-Down",Vlambeer
6.3,SCEA,T,GUNS UP!,54,PS4,"Action,Strategy,Real-Time,General",Valkyrie Entertainment
3.4,UFO Interactive,E,Zotrix,57,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",ZeroBit Games
7.4,XSEED Games,M,Earth Defense Force 4.1: The Shadow of New Despair,64,PS4,"Action,Shooter,Third-Person,Arcade",Sandlot
5.4,Sierra Games,E10+,King's Quest Chapter 2: Rubble Without a Cause,68,PS4,"Adventure,General",The Odd Gentlemen
7.3,"Frozenbyte, Inc.",E10+,Trine 3: The Artifacts of Power,65,PS4,"Action,Platformer,2D","Frozenbyte, Inc."
6.5,Ubisoft,M,Assassin's Creed Syndicate: Jack the Ripper,72,PS4,"Action Adventure,Open-World",Ubisoft Quebec
5.1,Telltale Games,E10+,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,72,PS4,"Action Adventure,Adventure,Point-and-Click,Linear",Telltale Games
5.3,SCEA,E10+,Hardware: Rivals,56,PS4,"Simulation,Vehicle,Combat",SCEA
7.9,Warner Bros. Interactive Entertainment,M,Batman: Arkham Knight - Season of Infamy: Most Wanted,79,PS4,"Action Adventure,Open-World",Rocksteady Studios
5.3,Devolver Digital,E10+,Hatoful Boyfriend: Holiday Star,58,PS4,"Adventure,General,Visual Novel","Mediatonic, Hato Moa"
6.9,Double Damage Games,T,Rebel Galaxy,64,PS4,"Action,Action Adventure,General",Double Damage Games
6.2,Animatoon Studio,E10+,Dogchild,71,PS4,"Action Adventure,General",Animatoon Studio
7.4,Harmonix Music Systems,E,Amplitude,74,PS4,"Miscellaneous,Action,Rhythm,Music",Harmonix Music Systems
4.5,The Fullbright Company,M,Gone Home: Console Edition,85,PS4,"Adventure,3D,First-Person","The Fullbright Company, Midnight City"
6.1,Choice Provisions,M,Tharsis,65,PS4,"Miscellaneous,Board / Card Game",Choice Provisions
4.8,Zen Studios,,Star Wars Pinball: The Force Awakens,81,PS4,"Action,Pinball",Zen Studios
7.8,Versus Evil,T,The Banner Saga,79,PS4,"Role-Playing,General,Strategy,Turn-Based,Tactics",Stoic
4.0,Ubisoft,T,Assassin's Creed Chronicles: India,63,PS4,"General,Action Adventure,Linear","Ubisoft, Climax Studios"
4.0,Zanrai Interactive,E10+,Stardust Vanguards,63,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Zanrai Interactive
9.3,SCEA,M,Bloodborne: The Old Hunters,87,PS4,"Role-Playing,Action RPG",From Software
3.4,Rising Star Games,E,PONCHO,63,PS4,"Action,Platformer,2D",Delve Interactive
7.4,Bethesda Softworks,M,Dishonored: Definitive Edition,80,PS4,"Action Adventure,General",Arkane Studios
5.9,EA Sports,E,Madden NFL 16,83,PS4,"Sports,Team,Football,Sim",EA Sports
7.1,Calvino Noir Ltd.,T,Calvino Noir,44,PS4,"Action Adventure,General",Calvino Noir Ltd.
5.2,LOOT Entertainment,E10+,Back to Bed,62,PS4,"Action,General","Bedtime Digital Games, LOOT Interactive"
7.1,Warner Bros. Interactive Entertainment,E10+,LEGO Dimensions,80,PS4,"Action Adventure,General",Traveller's Tales
4.9,Bossa Studios,E10+,I Am Bread,51,PS4,"Miscellaneous,General","Just Add Water, Bossa Studios"
7.7,Bandai Namco Games,T,One Piece: Pirate Warriors 3,74,PS4,"Action,Beat-'Em-Up,3D",Omega Force
5.1,Curve Studios,E,NOVA-111,73,PS4,"Sci-Fi,Strategy,Turn-Based,General",Funktronic Labs
8.3,SCEA,M,Until Dawn,79,PS4,"Action Adventure,Horror,Survival,Adventure,3D,Third-Person",SuperMassive Games
6.2,Capcom,E,Mega Man Legacy Collection,77,PS4,"Miscellaneous,Compilation",Digital Eclipse
7.8,Koei Tecmo Games,T,Nobunaga's Ambition: Sphere of Influence,80,PS4,"Strategy,Turn-Based,General",Koei Tecmo Games
7.3,League of Geeks,E10+,Armello,74,PS4,"Miscellaneous,Board / Card Game",League of Geeks
8.2,Konami,M,Metal Gear Solid V: The Phantom Pain,93,PS4,"Modern,Action Adventure,Modern,Open-World","Kojima Productions, Moby Dick Studio"
5.6,Renegade Kid,E,Xeodrifter,77,PS4,"Action,Platformer,2D",Renegade Kid
6.1,Disney Interactive Studios,E10+,Disney Infinity 3.0 Edition,80,PS4,"Action Adventure,General",Avalanche Software
6.0,Ubisoft,E,Grow Home,74,PS4,"Action Adventure,Sandbox,Open-World",Ubisoft Reflections
6.6,Capy Games,T,Super Time Force Ultra,82,PS4,"Shooter,Shoot-'Em-Up,Vertical,Action,Platformer,2D",Capy Games
7.2,Zoink!,T,Zombie Vikings,64,PS4,"Action,Beat-'Em-Up,2D",Zoink!
7.8,Warner Bros. Interactive Entertainment,M,Mad Max,69,PS4,"General,Action,Action Adventure,General,Open-World",Avalanche Studios
2.1,Bigben Interactive,E,Rugby World Cup 2015,25,PS4,"Sports,Team,Rugby",HB Studios Multimedia
7.3,Deep Silver,T,Broken Sword 5: The Serpent's Curse,72,PS4,"Adventure,General",Revolution Software
4.6,Team 17,E,Beyond Eyes,52,PS4,"Action Adventure,General",tiger & squid
5.2,Zen Studios,,ZEN Pinball 2: Star Wars Rebels,88,PS4,"Action,Pinball",Zen Studios
7.9,2K Games,M,Borderlands: The Handsome Collection,82,PS4,"Miscellaneous,Compilation","Gearbox Software, Iron Galaxy Studios"
6.6,Tilting Point,E,Leo's Fortune,66,PS4,"Action,Platformer,2D",1337 & Senri LLC
8.9,SCEA,M,Bloodborne,92,PS4,"Fantasy,Role-Playing,Action Adventure,General,Action RPG",From Software
7.4,Dissident Logic,E10+,Paperbound,69,PS4,"Action,Fighting,2D",Dissident Logic
7.5,Koei Tecmo Games,T,Toukiden: Kiwami,74,PS4,"Action,General",Koei Tecmo Games
8.3,Square Enix,M,Life is Strange: Episode 2 - Out of Time,78,PS4,"Action Adventure,General",DONTNOD Entertainment
6.6,LifeSpark Entertainment,T,Rack N Ruin,59,PS4,"Fantasy,Action,Action Adventure,General,Open-World",LifeSpark Entertainment
8.0,Tom Happ,E10+,Axiom Verge,84,PS4,"Sci-Fi,Action Adventure,General",Tom Happ
7.8,SCEA,E,MLB 15: The Show,80,PS4,"Traditional,Sports,Team,Baseball,Sim",SCEA San Diego Studios
7.0,Curve Digital,T,Stealth Inc 2: A Game of Clones,74,PS4,"Action,Platformer,2D",Curve Digital
6.4,Ilusis Interactive Graphics,E10+,Krinkle Krusher,50,PS4,"Action,Strategy,Real-Time,General,Defense",Ilusis Interactive Graphics
8.0,Bandai Namco Games,T,Dark Souls II: Scholar of the First Sin,87,PS4,"Role-Playing,Action RPG",From Software
7.8,Supergiant Games,E10+,Bastion,89,PS4,"Role-Playing,Action RPG",Supergiant Games
1.9,Lumenox ehf,E,Aaru's Awakening,59,PS4,"Action,Platformer,2D",Lumenox ehf
6.1,Vertex Pop,E,WE ARE DOOMED,61,PS4,"Action,Shooter,Shoot-'Em-Up,Horizontal",Vertex Pop
