user_score,publisher,rating,title,metascore,platform,genre,developer
3.4,Electronic Arts,T,EA Sports UFC 3,75,PS4,"Sports,Individual,Combat,Boxing / Martial Arts",EA Sports
7.2,Catch & Release,T,Cold Iron,71,PS4,"Action Adventure,General",Catch & Release
6.5,Digerati Distribution,T,Bleed 2,81,PS4,"Action,Platformer,2D",BootdiskRevolution
2.7,Activision,M,Call of Duty: WWII - The Resistance,71,PS4,"Action,Shooter,First-Person,Arcade",Sledgehammer Games
3.4,Warner Bros. Interactive Entertainment,M,Middle-earth: Shadow of War - Blade of Galadriel,63,PS4,"Action Adventure,Open-World",Monolith Productions
5.6,Square Enix,T,Romancing SaGa 2,71,PS4,"Role-Playing,Japanese-Style","SquareSoft, Square Enix"
4.9,Square Enix,T,Dissidia: Final Fantasy NT,67,PS4,"Action,Fighting,3D",Team Ninja
7.2,Sony Interactive Entertainment,E,LocoRoco 2 Remastered,79,PS4,"Action,Platformer,2D",SCE Japan Studio
5.0,20th Century Fox Film Corporation,M,Planet of the Apes: Last Frontier,59,PS4,"Action Adventure,General","Creative England, Creative England"
8.6,Sony Interactive Entertainment,T,Shadow of the Colossus,91,PS4,"Action Adventure,General","Bluepoint Games, SCE Japan Studio"
7.2,Capcom,M,Resident Evil 7: biohazard - Not a Hero,71,PS4,"Action Adventure,Survival",Capcom
6.8,Aksys Games,M,SG/ZH: School Girl Zombie Hunter,59,PS4,"Action,Shooter,Third-Person,Arcade",Tamsoft
6.8,Pentadimensional Games,T,Megaton Rainfall,72,PS4,"Action,General",Pentadimensional Games
7.6,Ubisoft,M,South Park: The Fractured But Whole,79,PS4,"Role-Playing,General",Ubisoft San Francisco
7.1,Heavy Spectrum,E,Oure,53,PS4,"Action Adventure,General",Heavy Spectrum
7.0,Grumpyface Studios,E10+,Steven Universe: Save the Light,54,PS4,"Role-Playing,General",Grumpyface Studios
6.4,Nordic Games Publishing,M,Elex,58,PS4,"Role-Playing,Western-Style",Piranha Bytes
6.0,Sony Interactive Entertainment,T,Knowledge is Power,71,PS4,"Miscellaneous,Party / Minigame",Sony Interactive Entertainment
6.9,WayForward,E10+,The Mummy Demastered,75,PS4,"Action,Platformer,2D",WayForward
4.7,Bigben Interactive,E,Rugby 18,41,PS4,"Sports,Team,Rugby",Koch Media
8.3,Square Enix,M,Life is Strange: Before the Storm - Episode 2: Brave New World,79,PS4,"Action Adventure,General",Deck Nine Games
7.2,SuperMassive Games,M,Hidden Agenda,66,PS4,"Miscellaneous,Party / Minigame",SuperMassive Games
6.7,NIS America,M,Yomawari: Midnight Shadows,77,PS4,"Action Adventure,Survival",Nippon Ichi Software
6.0,Ubisoft,E10+,Just Dance 2018,75,PS4,"Action,Rhythm,Dancing",Ubisoft Paris
7.2,Ubisoft,M,Assassin's Creed Origins,81,PS4,"Action Adventure,Open-World","Ubisoft, Ubisoft Montreal"
