user_ranking,user_name,game_platform,user_average_ranking,game_title
6,Magnifico,PlayStation 4,8.5,Killzone: Shadow Fall
8,Magnifico,PlayStation 4,8.5,Need for Speed: Rivals
10,Magnifico,PlayStation 4,8.5,Resogun
7,Magnifico,PlayStation 4,8.5,Contrast
10,Magnifico,PlayStation 4,8.5,Battlefield 1
10,ARESWARLORD,PlayStation 4,10,Resogun
10,ARESWARLORD,Wii,10,Blazing Lazers
10,ARESWARLORD,PlayStation Vita,10,Dead or Alive 5 Plus
10,Losty,Xbox 360,8.9,BioShock Infinite
10,Losty,3DS,8.9,The Legend of Zelda: A Link Between Worlds
10,Losty,PlayStation 4,8.9,Resogun
10,Losty,PC,8.9,Bastion
5,Losty,Xbox 360,8.9,Lost Planet: Extreme Condition
6,stasslender,PlayStation 4,0.0,Need for Speed
7,XxJoseManuelxX,PlayStation 4,7.5,Call of Duty: Ghosts
7,XxJoseManuelxX,PlayStation 4,7.5,Mount & Blade: Warband
10,wiiroy,Wii U,8.9,Pikmin 3
8,Popan,PlayStation 4,0.0,flower
8,memus,PC,6.8,Gnomes & Goblins
5,shotmeplenty,PlayStation 4,6.9,PixelJunk Shooter Ultimate
8,Arthainius,PlayStation 4,6.6,The Last of Us Remastered
8,Arthainius,PlayStation 4,6.6,Dragon Age: Inquisition
8,vgm,PlayStation,8.0,Silent Hill
8,vgm,3DS,8.0,Luigi's Mansion: Dark Moon
8,vgm,PC,8.0,The Evil Within
7,11254man,PC,6.8,Love
7,11254man,PC,6.8,Receiver
9,milero91,PlayStation 4,7.6,Dragon Age: Inquisition
8,andoarias,PlayStation 4,7.4,Killzone: Shadow Fall
8,t0mmyg,PlayStation 4,7.6,Diablo III: Ultimate Evil Edition
5,memus,iOS,6.8,Vignettes
8,memus,iOS,6.8,Old Man's Journey
6,memus,PlayStation 4,6.8,Mirror's Edge Catalyst
7,memus,PlayStation 4,6.8,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling
8,likevin96,iOS,7.8,Dragon Quest IV: Chapters of the Chosen
9,likevin96,PC,7.8,Dishonored
7,NihiRagnarK,PlayStation 4,6.8,Rez Infinite
8,NihiRagnarK,PlayStation 4,6.8,Keep Talking and Nobody Explodes
5,t0mmyg,PlayStation 4,7.6,flower
6,t0mmyg,PlayStation 4,7.6,Fez
7,NihiRagnarK,PlayStation 4,6.8,flower
6,NihiRagnarK,PlayStation 4,6.8,Star Ocean: Integrity and Faithlessness
8,NihiRagnarK,PlayStation 4,6.8,O! My Genesis VR
5,Steeliosis,PlayStation 4,7.7,Call of Duty: Ghosts
8,memus,PlayStation 4,6.8,BROFORCE
7,memus,iOS,6.8,Severed
6,Steeliosis,PlayStation 4,7.7,Battlefield 4
6,memus,PlayStation 4,6.8,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue
7,memus,PlayStation 4,6.8,Rise of the Tomb Raider: 20 Year Celebration
8,likevin96,PC,7.8,DOOM
8,likevin96,PC,7.8,Hitman - Intro Pack
9,NihiRagnarK,PlayStation 4,6.8,Journey
8,NihiRagnarK,Xbox 360,6.8,Grand Theft Auto V
9,NihiRagnarK,PC,6.8,The Witcher 3: Wild Hunt
6,NihiRagnarK,PlayStation 4,6.8,Naruto Shippuden: Ultimate Ninja Storm 4
2,NihiRagnarK,PlayStation 4,6.8,Driveclub VR
7,NihiRagnarK,PlayStation 4,6.8,Wayward Sky
7,NihiRagnarK,PlayStation 4,6.8,The Playroom VR
9,NihiRagnarK,PlayStation 4,6.8,Until Dawn: Rush of Blood
6,NihiRagnarK,PC,6.8,Gears of War 4
5,NihiRagnarK,PlayStation 4,6.8,PlayStation VR WORLDS
7,likevin96,PC,7.8,Shift Happens
7,likevin96,PlayStation 2,7.8,Kingdom Hearts Re: Chain of Memories
7,likevin96,PSP,7.8,Final Fantasy II
7,likevin96,PlayStation 4,7.8,flower
8,likevin96,PC,7.8,Lara Croft and the Guardian of Light
1,NihiRagnarK,PC,6.8,Quantum Break
10,NihiRagnarK,PlayStation 4,6.8,Bloodborne
9,NihiRagnarK,PlayStation 4,6.8,Plants vs Zombies: Garden Warfare
7,NihiRagnarK,PC,6.8,Victor Vran
7,NihiRagnarK,PlayStation 4,6.8,Plants vs Zombies: Garden Warfare 2
8,likevin96,PlayStation 4,7.8,The Witcher 3: Wild Hunt - Hearts of Stone
7,likevin96,PC,7.8,Dead or Alive 5: Last Round
9,likevin96,PlayStation 2,7.8,Shin Megami Tensei: Persona 3 FES
4,likevin96,PlayStation 4,7.8,Dead or Alive Xtreme 3: Fortune
9,likevin96,PlayStation 4,7.8,The Last of Us Remastered
8,likevin96,PlayStation 3,7.8,The Last of Us: Left Behind
8,likevin96,PlayStation 4,7.8,Gravity Rush Remastered
7,likevin96,Nintendo 64,7.8,Pokemon Snap
8,likevin96,PC,7.8,Overcooked
8,likevin96,PlayStation 4,7.8,Until Dawn
8,likevin96,PlayStation 3,7.8,Uncharted 3: Drake's Deception
8,likevin96,PlayStation Vita,7.8,Zero Escape: Zero Time Dilemma
8,likevin96,PlayStation 3,7.8,Uncharted 2: Among Thieves
8,likevin96,PlayStation Vita,7.8,SteamWorld Dig
7,likevin96,PlayStation 3,7.8,Uncharted: Drake's Fortune
8,likevin96,PlayStation 4,7.8,Batman: Arkham VR
7,likevin96,PlayStation,7.8,Final Fantasy Origins
7,likevin96,Wii,7.8,Super Mario Bros.
6,likevin96,PC,7.8,Senran Kagura Shinovi Versus
8,likevin96,Xbox 360,7.8,NIER
8,likevin96,PSP,7.8,Final Fantasy III
9,likevin96,Switch,7.8,The Legend of Zelda: Breath of the Wild
9,likevin96,PlayStation 4,7.8,Uncharted 4: A Thief's End
8,Steeliosis,PlayStation 4,7.7,Resogun
9,likevin96,PlayStation 4,7.8,The Witcher 3: Wild Hunt
9,likevin96,PC,7.8,Overwatch
9,likevin96,PC,7.8,Rocket League
9,likevin96,Wii,7.8,Super Metroid
8,likevin96,PC,7.8,Hearthstone: Heroes of Warcraft
8,likevin96,3DS,7.8,Fire Emblem Fates: Birthright
8,likevin96,PlayStation 4,7.8,Ratchet & Clank
8,likevin96,3DS,7.8,Super Mario 3D Land
8,likevin96,PC,7.8,Tyranny
7,Steeliosis,PlayStation 4,7.7,Contrast
7,NihiRagnarK,PlayStation 4,6.8,The Deadly Tower of Monsters
4,NihiRagnarK,PlayStation 4,6.8,Pixel Gear
7,NihiRagnarK,PC,6.8,Heroine Anthem Zero
10,NihiRagnarK,PlayStation 4,6.8,The Last of Us Remastered
7,NihiRagnarK,PlayStation 4,6.8,Final Fantasy Type-0 HD
8,likevin96,PC,7.8,LIMBO
8,likevin96,PlayStation 4,7.8,Journey
7,likevin96,PSP,7.8,Ys I & II Chronicles
9,likevin96,PC,7.8,Bastion
8,likevin96,PSP,7.8,Final Fantasy IV: The Complete Collection
8,likevin96,DS,7.8,Dragon Quest V: Hand of the Heavenly Bride
8,likevin96,PC,7.8,Tomb Raider
8,likevin96,Switch,7.8,"Snipperclips - Cut it out, together!"
5,memus,PlayStation 4,6.8,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure
7,memus,PlayStation 4,6.8,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You
7,memus,PlayStation 4,6.8,Mother Russia Bleeds
4,memus,PlayStation 4,6.8,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'
7,memus,PlayStation 4,6.8,Middle-earth: Shadow of Mordor
8,memus,PlayStation 4,6.8,Overcooked
10,Steeliosis,Xbox 360,7.7,Castlevania: Lords of Shadow
10,Steeliosis,Wii,7.7,Super Mario Galaxy
8,Steeliosis,Xbox,7.7,Burnout 3: Takedown
10,Steeliosis,PlayStation 3,7.7,The Last of Us
7,Steeliosis,PlayStation 4,7.7,Need for Speed: Rivals
10,Steeliosis,PlayStation 3,7.7,Tomb Raider
8,Steeliosis,PlayStation 3,7.7,Castlevania: Lords of Shadow 2
6,Steeliosis,PlayStation 3,7.7,DmC: Devil May Cry
7,Steeliosis,PlayStation 3,7.7,Dead Space 3
7,Steeliosis,Xbox 360,7.7,Silent Hill: Downpour
7,andoarias,PlayStation 4,7.4,Dead Nation: Apocalypse Edition
9,andoarias,PlayStation 3,7.4,Beyond: Two Souls
8,andoarias,PlayStation 4,7.4,inFamous: Second Son
8,milero91,PlayStation 4,7.6,Game of Thrones: Episode One - Iron From Ice
8,milero91,PlayStation 4,7.6,Game of Thrones: Episode Two - The Lost Lords
6,milero91,PlayStation 4,7.6,Destiny
3,milero91,PlayStation 4,7.6,Destiny: The Dark Below
9,milero91,PlayStation 4,7.6,Diablo III: Ultimate Evil Edition
9,milero91,PlayStation 4,7.6,Valiant Hearts: The Great War
9,milero91,PlayStation 4,7.6,The Wolf Among Us
9,milero91,PlayStation 4,7.6,flower
6,milero91,PlayStation 4,7.6,The Order: 1886
10,t0mmyg,PlayStation 4,7.6,Bloodborne
9,t0mmyg,PlayStation 4,7.6,The Last of Us Remastered
9,t0mmyg,PlayStation 4,7.6,Rayman Legends
8,t0mmyg,PlayStation 4,7.6,Grand Theft Auto V
7,t0mmyg,PlayStation 4,7.6,Metal Gear Solid V: The Phantom Pain
7,t0mmyg,PlayStation 4,7.6,Journey
6,t0mmyg,PlayStation 4,7.6,The Witcher 3: Wild Hunt
8,t0mmyg,PlayStation 4,7.6,Shovel Knight
9,NihiRagnarK,PC,6.8,Shadow Tactics: Blades of the Shogun
6,t0mmyg,PlayStation 4,7.6,The Witcher 3: Wild Hunt - Hearts of Stone
7,NihiRagnarK,PlayStation 4,6.8,A King's Tale: Final Fantasy XV
6,NihiRagnarK,PlayStation 4,6.8,Volume
8,NihiRagnarK,PlayStation 4,6.8,Odin Sphere Leifthrasir
7,NihiRagnarK,PlayStation 4,6.8,Fruit Ninja VR
6,NihiRagnarK,PlayStation Vita,6.8,Dying: Reborn
8,NihiRagnarK,PlayStation Vita,6.8,Sound Shapes
0,NihiRagnarK,PC,6.8,RWBY: Grimm Eclipse
4,NihiRagnarK,PlayStation 4,6.8,Clockwork Tales: Of Glass and Ink
3,NihiRagnarK,PlayStation Vita,6.8,Type:Rider
7,vgm,3DS,8.0,Fire Emblem: Awakening
9,vgm,PlayStation 3,8.0,The Last of Us
8,vgm,PlayStation 4,8.0,Final Fantasy XV
8,vgm,PlayStation 4,8.0,Horizon Zero Dawn
7,vgm,PlayStation 4,8.0,Journey
10,vgm,PlayStation 4,8.0,NieR: Automata
8,likevin96,Game Boy Advance,7.8,Final Fantasy V Advance
8,likevin96,PlayStation 2,7.8,Devil May Cry
9,likevin96,PlayStation Vita,7.8,Hotline Miami
7,likevin96,Switch,7.8,Fire Emblem Warriors
5,likevin96,PC,7.8,Dear Esther
7,likevin96,iOS,7.8,Dragon Quest I
8,likevin96,PlayStation 4,7.8,NieR: Automata
8,likevin96,Switch,7.8,Oxenfree
8,likevin96,PlayStation 4,7.8,Uncharted: The Lost Legacy
8,Arthainius,PlayStation 4,6.6,Assassin's Creed IV: Black Flag
8,likevin96,PlayStation 4,7.8,Injustice 2
10,Arthainius,PlayStation 4,6.6,Bloodborne
7,Arthainius,PlayStation 4,6.6,The Witcher 3: Wild Hunt
4,Arthainius,PlayStation 4,6.6,Assassin's Creed Unity
9,Arthainius,PlayStation 4,6.6,Grand Theft Auto V
7,Arthainius,PlayStation 4,6.6,Skylanders Swap Force
9,shotmeplenty,PlayStation 4,6.9,King Oddball
0,shotmeplenty,PC,6.9,Diablo III
1,shotmeplenty,PlayStation 4,6.9,Fez
10,shotmeplenty,PlayStation 4,6.9,inFamous: Second Son
10,shotmeplenty,PlayStation 4,6.9,flower
9,shotmeplenty,PlayStation 4,6.9,Final Fantasy XIV Online: A Realm Reborn
10,shotmeplenty,PlayStation 4,6.9,Resogun
10,shotmeplenty,PlayStation 4,6.9,Outlast
9,memus,Switch,6.8,Super Mario Odyssey
6,memus,PlayStation 4,6.8,Jazzpunk: Director's Cut
8,memus,PlayStation 4,6.8,SUPERHOT
8,memus,PlayStation 4,6.8,Journey
5,memus,PlayStation 4,6.8,flower
6,memus,Wii,6.8,Donkey Kong Country Returns
4,memus,PlayStation 4,6.8,LittleBigPlanet 3
9,memus,Switch,6.8,Celeste
5,memus,Wii,6.8,Super Mario Galaxy 2
7,Steeliosis,Xbox 360,7.7,Fable II
8,Steeliosis,PC,7.7,Fable: The Lost Chapters
10,Steeliosis,PlayStation 4,7.7,Watch Dogs
5,Steeliosis,PC,7.7,Goat Simulator
6,Steeliosis,PC,7.7,Doom 3 BFG Edition
8,Steeliosis,Xbox 360,7.7,Mirror's Edge
6,Steeliosis,Xbox 360,7.7,Need for Speed: Most Wanted - A Criterion Game
9,Steeliosis,PlayStation 3,7.7,Fuel
8,Steeliosis,PlayStation 4,7.7,Fez
6,andoarias,PlayStation 3,7.4,Kingdoms of Amalur: Reckoning
8,andoarias,PlayStation 3,7.4,The Lord of the Rings: War in the North
8,Steeliosis,PlayStation 4,7.7,flower
9,andoarias,PlayStation 3,7.4,Far Cry 3
6,andoarias,PlayStation 3,7.4,Sly Cooper: Thieves in Time
8,andoarias,PlayStation 4,7.4,Watch Dogs
8,andoarias,PlayStation 3,7.4,flower
7,andoarias,PlayStation 4,7.4,PixelJunk Shooter Ultimate
8,andoarias,PlayStation 4,7.4,Destiny
4,andoarias,PlayStation 3,7.4,Ratchet & Clank: All 4 One
8,milero91,PlayStation 4,7.6,inFamous: Second Son
8,andoarias,PlayStation 4,7.4,flower
8,milero91,PlayStation 4,7.6,inFamous: First Light
5,milero91,PlayStation 4,7.6,Saints Row IV: Re-Elected
4,milero91,PlayStation 4,7.6,The Walking Dead: A Telltale Games Series - The Complete First Season
6,milero91,PlayStation 4,7.6,Far Cry 4
6,milero91,PlayStation Vita,7.6,LEGO Harry Potter: Years 5-7
2,milero91,PlayStation 4,7.6,That Trivia Game
10,milero91,PlayStation 4,7.6,Rocket League
8,milero91,PlayStation 4,7.6,Destiny: The Taken King
8,milero91,PlayStation 4,7.6,OlliOlli2: Welcome to Olliwood
7,Popan,PlayStation 4,0.0,Never Alone
5,t0mmyg,PlayStation 4,7.6,Tales From The Borderlands: Episode 5 - The Vault of the Traveler
9,t0mmyg,PlayStation 4,7.6,Bloodborne: The Old Hunters
8,t0mmyg,PlayStation 4,7.6,Uncharted 4: A Thief's End
8,t0mmyg,PlayStation 4,7.6,DOOM
9,t0mmyg,PlayStation 4,7.6,Overwatch
6,t0mmyg,PlayStation 4,7.6,The Witcher 3: Wild Hunt - Blood and Wine
8,t0mmyg,PlayStation 4,7.6,INSIDE
7,t0mmyg,PlayStation 4,7.6,Undertale
9,t0mmyg,PlayStation 4,7.6,Resident Evil 7: biohazard
10,t0mmyg,PlayStation 4,7.6,Dragon Ball FighterZ
9,11254man,PlayStation 4,6.8,Dark Souls III
6,11254man,PC,6.8,Titan Souls
6,11254man,PlayStation 4,6.8,The Unfinished Swan
5,11254man,PlayStation 4,6.8,flower
4,11254man,PlayStation 4,6.8,Lords of the Fallen
9,11254man,PC,6.8,LISA
8,11254man,Xbox 360,6.8,Dark Souls
5,11254man,PC,6.8,DarkMaus
9,11254man,PC,6.8,Undertale
6,11254man,PC,6.8,The Magic Circle
10,wiiroy,PlayStation 4,8.9,flower
10,wiiroy,Xbox 360,8.9,BioShock
10,wiiroy,Switch,8.9,The Legend of Zelda: Breath of the Wild
0,wiiroy,PlayStation 4,8.9,Star Wars Battlefront II
5,wiiroy,Switch,8.9,The Legend of Zelda: Breath of the Wild - The Champions' Ballad
9,NihiRagnarK,PlayStation 4,6.8,Statik
3,NihiRagnarK,PlayStation Vita,6.8,Lara Croft GO
6,NihiRagnarK,PlayStation 4,6.8,Final Fantasy XV
5,NihiRagnarK,PlayStation 4,6.8,Mortal Blitz
9,NihiRagnarK,PlayStation 4,6.8,Horizon Zero Dawn
4,NihiRagnarK,PlayStation 4,6.8,My Name is Mayo
9,NihiRagnarK,PlayStation 4,6.8,Farpoint
9,CriticsCave,PlayStation 3,8.6,Uncharted 3: Drake's Deception
6,NihiRagnarK,PlayStation 4,6.8,The Bunker
8,NihiRagnarK,PlayStation Vita,6.8,Guacamelee!
10,CriticsCave,PlayStation 4,8.6,The Witcher 3: Wild Hunt
10,CriticsCave,PlayStation 4,8.6,Bloodborne
6,CriticsCave,PlayStation 4,8.6,Watch Dogs
6,NihiRagnarK,PlayStation 4,6.8,Archangel
0,CriticsCave,PlayStation 4,8.6,Assassin's Creed Unity
9,CriticsCave,PlayStation 4,8.6,flower
10,CriticsCave,PlayStation 4,8.6,Journey
10,CriticsCave,PC,8.6,Furi
10,CriticsCave,PlayStation 4,8.6,Grand Theft Auto V
9,CriticsCave,PlayStation 3,8.6,Uncharted: Drake's Fortune
6,XxJoseManuelxX,PlayStation 4,7.5,Table Top Racing: World Tour
10,CriticsCave,PlayStation 4,8.6,SOMA
10,CriticsCave,PlayStation 3,8.6,Uncharted 2: Among Thieves
7,XxJoseManuelxX,Xbox One,7.5,Gears of War 4
5,XxJoseManuelxX,PlayStation 4,7.5,The Park
5,XxJoseManuelxX,Xbox One,7.5,ReCore
9,XxJoseManuelxX,PlayStation 4,7.5,The Witcher 3: Wild Hunt
6,XxJoseManuelxX,PlayStation 3,7.5,Call of Duty: Modern Warfare 3
7,XxJoseManuelxX,PlayStation 3,7.5,Call of Duty: Modern Warfare 2
6,vgm,PlayStation 4,8.0,flower
6,XxJoseManuelxX,PlayStation 4,7.5,Call of Duty: Advanced Warfare
8,vgm,PlayStation 4,8.0,Uncharted 4: A Thief's End
8,vgm,PC,8.0,Rise of the Tomb Raider
10,vgm,PC,8.0,Metal Gear Solid V: The Phantom Pain
9,XxJoseManuelxX,PlayStation 3,7.5,Prince of Persia: The Forgotten Sands
9,XxJoseManuelxX,PlayStation 2,7.5,Ratchet & Clank: Going Commando
8,XxJoseManuelxX,PlayStation 3,7.5,Naruto Shippuden: Ultimate Ninja Storm Generations
8,XxJoseManuelxX,PlayStation Vita,7.5,Broken Age
6,XxJoseManuelxX,PlayStation 3,7.5,Dead Island
8,XxJoseManuelxX,PlayStation 4,7.5,Broken Age
7,XxJoseManuelxX,PlayStation 4,7.5,Grim Fandango Remastered
8,XxJoseManuelxX,PlayStation 3,7.5,Enslaved: Odyssey to the West
7,XxJoseManuelxX,PlayStation Vita,7.5,Grim Fandango Remastered
7,XxJoseManuelxX,PlayStation 3,7.5,Spartacus Legends
8,vgm,PlayStation 2,8.0,Resident Evil Code: Veronica X
8,vgm,PlayStation 4,8.0,Yakuza 0
7,vgm,PlayStation 4,8.0,Gravity Rush Remastered
9,vgm,PlayStation 4,8.0,Resident Evil 7: biohazard
9,XxJoseManuelxX,PlayStation 4,7.5,Bloodborne
6,XxJoseManuelxX,PlayStation 3,7.5,Assassin's Creed: Revelations - The Lost Archive
8,XxJoseManuelxX,PlayStation 3,7.5,Naruto Shippuden: Ultimate Ninja Storm 2
9,XxJoseManuelxX,PlayStation 2,7.5,Ratchet & Clank
7,XxJoseManuelxX,PlayStation 4,7.5,Wolfenstein: The New Order
8,XxJoseManuelxX,PlayStation 4,7.5,Never Alone
6,XxJoseManuelxX,PlayStation 4,7.5,Alien: Isolation
8,XxJoseManuelxX,PlayStation 3,7.5,LIMBO
8,XxJoseManuelxX,PlayStation 4,7.5,LIMBO
8,XxJoseManuelxX,PlayStation Vita,7.5,LIMBO
8,likevin96,PC,7.8,Batman: Arkham Asylum
7,vgm,PlayStation 3,8.0,Bayonetta
7,vgm,PlayStation 4,8.0,The Last Guardian
8,likevin96,GameCube,7.8,Killer7
8,likevin96,PC,7.8,Furi
8,likevin96,PC,7.8,Titanfall 2
8,XxJoseManuelxX,PlayStation Vita,7.5,Sly Cooper: Thieves in Time
6,XxJoseManuelxX,PlayStation 3,7.5,Thief
9,XxJoseManuelxX,PlayStation 3,7.5,Naruto: Ultimate Ninja Storm
7,XxJoseManuelxX,PlayStation 4,7.5,Digimon Story Cyber Sleuth
7,XxJoseManuelxX,PlayStation Vita,7.5,Digimon Story Cyber Sleuth
9,XxJoseManuelxX,PlayStation 4,7.5,Furi
7,XxJoseManuelxX,PlayStation 3,7.5,Borderlands
7,XxJoseManuelxX,PlayStation 3,7.5,Borderlands 2
6,XxJoseManuelxX,PlayStation 3,7.5,Datura
8,likevin96,3DS,7.8,Shin Megami Tensei: Devil Survivor Overclocked
10,XxJoseManuelxX,PlayStation 3,7.5,Assassin's Creed: Revelations
8,likevin96,DS,7.8,Shantae: Risky's Revenge
8,likevin96,PC,7.8,INSIDE
8,likevin96,Switch,7.8,Xenoblade Chronicles 2
7,likevin96,PC,7.8,Brothers: A Tale of Two Sons
9,likevin96,PlayStation,7.8,Castlevania: Symphony of the Night
5,XxJoseManuelxX,PlayStation 4,7.5,Battlefield Hardline
8,XxJoseManuelxX,PlayStation 3,7.5,The Tomb Raider Trilogy
8,XxJoseManuelxX,PlayStation 4,7.5,Game of Thrones: A Telltale Games Series
9,XxJoseManuelxX,PSP,7.5,Tekken: Dark Resurrection
6,XxJoseManuelxX,PlayStation 3,7.5,The Walking Dead: Michonne - A Telltale Miniseries
8,XxJoseManuelxX,PSP,7.5,Daxter
6,XxJoseManuelxX,PlayStation 4,7.5,The Walking Dead: Michonne - A Telltale Miniseries
7,XxJoseManuelxX,Xbox 360,7.5,Gears of War 3
8,XxJoseManuelxX,PlayStation 3,7.5,Sly Cooper: Thieves in Time
7,XxJoseManuelxX,Xbox One,7.5,Gears of War: Ultimate Edition
10,stasslender,PlayStation 4,0.0,flower
8,stasslender,PlayStation 4,0.0,Rayman Legends
3,Arthainius,PlayStation 4,6.6,Driveclub
8,Arthainius,PlayStation 4,6.6,Batman: Arkham Knight
9,Arthainius,PC,6.6,Borderlands 2
8,Arthainius,PlayStation 4,6.6,The Elder Scrolls Online: Tamriel Unlimited
8,XxJoseManuelxX,PlayStation Vita,7.5,The Walking Dead: Season Two - A Telltale Games Series
9,XxJoseManuelxX,PlayStation 3,7.5,The Sly Collection
8,XxJoseManuelxX,PlayStation Vita,7.5,The Sly Collection
9,XxJoseManuelxX,PlayStation 2,7.5,Tekken 5
8,XxJoseManuelxX,PlayStation 3,7.5,Resistance 3
6,XxJoseManuelxX,PlayStation 3,7.5,Tomb Raider: Underworld
8,XxJoseManuelxX,PlayStation 2,7.5,Jak X: Combat Racing
7,XxJoseManuelxX,PSP,7.5,Jak and Daxter: The Lost Frontier
6,XxJoseManuelxX,PlayStation 2,7.5,Jak and Daxter: The Lost Frontier
8,XxJoseManuelxX,PlayStation 3,7.5,Game of Thrones
8,Arthainius,PlayStation 4,6.6,Fallout 4
6,Arthainius,PlayStation 4,6.6,Deus Ex: Mankind Divided
6,Arthainius,PlayStation 4,6.6,Horizon Zero Dawn
2,Arthainius,Xbox One,6.6,Sea of Thieves
2,Arthainius,PC,6.6,Conan Exiles
8,XxJoseManuelxX,PlayStation 2,7.5,Sly 2: Band of Thieves
8,XxJoseManuelxX,PlayStation 2,7.5,Naruto: Ultimate Ninja 3
8,XxJoseManuelxX,PlayStation 2,7.5,Tekken 4
8,XxJoseManuelxX,PlayStation 2,7.5,Sly 3: Honor Among Thieves
8,XxJoseManuelxX,PlayStation 4,7.5,The Walking Dead: A Telltale Games Series - The Complete First Season
8,XxJoseManuelxX,PlayStation Vita,7.5,The Walking Dead: A Telltale Games Series - The Complete First Season
9,XxJoseManuelxX,PlayStation 3,7.5,Jak and Daxter Collection
8,XxJoseManuelxX,PlayStation Vita,7.5,Jak and Daxter Collection
8,XxJoseManuelxX,PlayStation 3,7.5,The Walking Dead: Season Two - A Telltale Games Series
8,XxJoseManuelxX,PlayStation 4,7.5,The Walking Dead: Season Two - A Telltale Games Series
9,Arthainius,PC,6.6,Subnautica
3,XxJoseManuelxX,PlayStation 3,7.5,The Walking Dead: Survival Instinct
8,XxJoseManuelxX,PlayStation 2,7.5,Naruto: Ultimate Ninja
8,XxJoseManuelxX,PlayStation 2,7.5,Naruto: Ultimate Ninja 2
9,XxJoseManuelxX,PlayStation 2,7.5,Sly Cooper and the Thievius Raccoonus
8,XxJoseManuelxX,PlayStation 2,7.5,Tekken Tag Tournament
8,XxJoseManuelxX,PlayStation 3,7.5,The Wolf Among Us
8,XxJoseManuelxX,PlayStation Vita,7.5,The Wolf Among Us
8,XxJoseManuelxX,PlayStation 4,7.5,The Wolf Among Us
8,XxJoseManuelxX,PlayStation 3,7.5,Resistance: Fall of Man
7,XxJoseManuelxX,PlayStation 3,7.5,Resistance 2
0,lighthyeon,PlayStation 4,0.0,flower
8,WackoDaSniper,PlayStation 4,8.2,Destiny
7,XxJoseManuelxX,PlayStation 4,7.5,Destiny
8,XxJoseManuelxX,PlayStation 4,7.5,Tricky Towers
8,XxJoseManuelxX,PlayStation,7.5,Tekken 2
9,XxJoseManuelxX,PlayStation,7.5,Tekken 3
9,XxJoseManuelxX,PlayStation 3,7.5,Dark Souls
9,XxJoseManuelxX,PlayStation 2,7.5,Jak and Daxter: The Precursor Legacy
8,XxJoseManuelxX,PlayStation 2,7.5,Jak II
8,XxJoseManuelxX,PlayStation 2,7.5,Jak 3
8,XxJoseManuelxX,PlayStation 3,7.5,Heavenly Sword
8,XxJoseManuelxX,PlayStation 3,7.5,The Walking Dead: A Telltale Games Series
6,bobbsyw,PlayStation 3,7.4,The Saboteur
6,bobbsyw,PlayStation 3,7.4,Dragon Age: Origins
0,User3,PlayStation 4,3.6,Uncharted 4: A Thief's End
10,XxJoseManuelxX,PlayStation 4,7.5,Uncharted 4: A Thief's End
7,XxJoseManuelxX,PlayStation,7.5,Yu-Gi-Oh! Forbidden Memories
4,XxJoseManuelxX,PlayStation 3,7.5,Medal of Honor: Warfighter
5,XxJoseManuelxX,Xbox 360,7.5,Alan Wake's American Nightmare
9,XxJoseManuelxX,PlayStation 3,7.5,Spec Ops: The Line
8,XxJoseManuelxX,PlayStation 2,7.5,Tomb Raider: Legend
9,XxJoseManuelxX,PlayStation 3,7.5,Demon's Souls
7,XxJoseManuelxX,PlayStation 2,7.5,Tomb Raider: Anniversary
2,XxJoseManuelxX,PlayStation 4,7.5,Umbrella Corps
7,XxJoseManuelxX,PlayStation 4,7.5,Lara Croft and the Temple of Osiris
0,User3,PlayStation 4,3.6,Journey
10,User3,PlayStation 4,3.6,Godzilla
7,josesueiro,PlayStation 3,7.3,Yu-Gi-Oh! Millennium Duels
9,MrFettuccini,PC,8.5,Homeworld Remastered Collection
6,XxJoseManuelxX,PlayStation 4,7.5,Styx: Master of Shadows
7,XxJoseManuelxX,PlayStation 3,7.5,Dishonored
8,XxJoseManuelxX,Wii,7.5,Prince of Persia: The Forgotten Sands
7,XxJoseManuelxX,PlayStation 4,7.5,King's Quest Chapter 1: A Knight to Remember
7,XxJoseManuelxX,PlayStation 4,7.5,DOOM
7,XxJoseManuelxX,PlayStation 4,7.5,Everybody's Gone to the Rapture
6,XxJoseManuelxX,PlayStation 4,7.5,Hardware: Rivals
5,XxJoseManuelxX,PlayStation 4,7.5,Gone Home: Console Edition
7,XxJoseManuelxX,PlayStation 3,7.5,Beyond Good & Evil HD
10,MrFettuccini,PC,8.5,N++
5,XxJoseManuelxX,PlayStation 4,7.5,Overwatch
0,User3,PlayStation 4,3.6,Grand Theft Auto V
8,josesueiro,PlayStation 4,7.3,LIMBO
9,MrFettuccini,PC,8.5,TrackMania Nations Forever
5,XxJoseManuelxX,Xbox 360,7.5,Gears of War: Judgment
7,XxJoseManuelxX,PlayStation 4,7.5,Driveclub
7,XxJoseManuelxX,Xbox 360,7.5,Gears of War 2
7,XxJoseManuelxX,PlayStation 4,7.5,Killzone: Shadow Fall
5,XxJoseManuelxX,Xbox One,7.5,Titanfall
5,XxJoseManuelxX,Xbox One,7.5,Sunset Overdrive
5,XxJoseManuelxX,Xbox One,7.5,Dead Rising 3
