user_score,publisher,rating,title,metascore,platform,genre,developer
7.2,Square Enix,T,Forgotton Anne,80,"PlayStation 4,PC,Xbox One","Adventure,General",Throughline Games
6.1,505 Games,E10+,Laser League,82,"PlayStation 4,PC,Xbox One","Sports,Futuristic,Team",roll7
7.2,Contingent99,E10+,Wizard of Legend,73,"PlayStation 4,PC,Switch,Xbox One","Role-Playing,Action RPG",Contingent99
7.7,Spearhead Games,T,Omensight,78,"PlayStation 4,PC","Adventure,3D,First-Person",Spearhead Games
8.3,Atlus,T,Dragon's Crown Pro,81,"PlayStation 4,PlayStation 3,PlayStation Vita","Action,Beat-'Em-Up,2D",Vanillaware
7.1,Bandai Namco Games,T,Little Witch Academia: Chamber of Time,61,"PlayStation 4,PC","Action,General",Bandai Namco Games
6.8,Rising Star Games,E,Trailblazers,64,"PlayStation 4,PC,Xbox One","Racing,Arcade,Futuristic",Supergonk Ltd.
6.3,Nintendo,T,Tokyo Mirage Sessions #FE,80,Wii U,"General,Fantasy,Role-Playing,Strategy,Turn-Based,Japanese-Style,General",Atlus
7.9,Warner Bros. Interactive Entertainment,E10+,LEGO Star Wars: The Force Awakens,74,"Wii U,3DS,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One","Action Adventure,General",TT Games
8,Red Column,E10+,3Souls,49,Wii U,"Action,Action Adventure,Platformer,2D",Red Column
8,BitFinity,E,Tadpole Treble,85,"Wii U,PC","Action,Rhythm,Music",BitFinity
7.6,Versus Evil,E10+,Armikrog,56,"Wii U,PC,PlayStation 4,Xbox One","Adventure,General,Point-and-Click",Pencil Test Studios
8.6,Tom Happ,E10+,Axiom Verge,89,"Wii U,PC,PlayStation 4,PlayStation Vita,Switch,Xbox One","Action Adventure,General",Tom Happ
6.4,Thunder Lotus Games,T,Jotun: Valhalla Edition,79,"Wii U,PC,PlayStation 4,Switch,Xbox One","Action,General",Thunder Lotus Games
5.9,OXiAB Game Studio,E,Canvaleon,49,Wii U,"Action,Platformer,2D",OXiAB Game Studio
6.9,Nordic Games Publishing,E10+,Legend of Kay Anniversary,67,"Wii U,PC,PlayStation 3,PlayStation 4,Switch,Xbox 360","Action Adventure,General","Neon Studios, Kaiko"
7.5,Frogmind,E,BADLAND: Game of the Year Edition,80,"Wii U,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Action,Action Adventure,Arcade,Linear",Frogmind
8.5,GalaxyTrail,E10+,Freedom Planet,84,"Wii U,PC,PlayStation 4","Action,Platformer,2D",GalaxyTrail
8,EnjoyUp Games,E10+,FullBlast,59,"Wii U,PC","Action,Shooter,Shoot-'Em-Up,Vertical",Ufo Crash Games
7.8,13AM Games,E,Runbow,82,"Wii U,3DS,PC,PlayStation 4,Switch,Xbox One","Action,General,Platformer,2D",13AM Games
6.6,Nintendo,M,Devil's Third,43,Wii U,"Action Adventure,General,Modern,Action,Shooter,Third-Person,Arcade",Valhalla Game Studios
8.1,Nintendo,E10+,Ittle Dew 2+,77,"Switch,PC,PlayStation 4,Xbox One","Role-Playing,Action RPG",Ludosity Interactive
2.3,Carbon Fire Studio,E,Frenchy Bird,30,Wii U,"Action,Platformer,2D",Carbon Fire Studio
7.5,Ripstone,T,Stick it to the Man!,81,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Switch,Xbox One","Action,Platformer,3D",Zoink!
5.3,EnjoyUp Games,E,Abyss,59,Wii U,"Action,General",EnjoyUp Games
7.7,Dakko Dakko,E,Scram Kitty and His Buddy on Rails,79,"Wii U,PlayStation 4,PlayStation Vita","General,Action,General",Dakko Dakko
6.3,Two Tribes,T,Swords & Soldiers HD,78,"Wii U,iPhone/iPad,PC,PlayStation 3","Strategy,General",Two Tribes
6.2,The Game Bakers,E,Squids Odyssey,68,"Wii U,3DS","Role-Playing,Console-style RPG,Japanese-Style",The Game Bakers
7.4,Ludosity Interactive,E10+,Ittle Dew,79,"Wii U,iPhone/iPad,PC","Role-Playing,General",Ludosity Interactive
7.3,Annapurna Interactive,T,What Remains of Edith Finch,92,"Xbox One,PC,PlayStation 4","Adventure,3D,First-Person",Giant Sparrow
8.9,Nintendo,E,Mario Kart 8,88,Wii U,"Driving,Racing,Arcade,Kart,Kart,Automobile",Nintendo
6.2,2K Games,T,XCOM 2: War of the Chosen,94,"PlayStation 4,PC,Xbox One","Strategy,Turn-Based,Tactics",Firaxis Games
6.8,EA Sports,E,Madden NFL 13,75,"Wii U,PlayStation 3,PlayStation Vita,Xbox 360","Sim,Sports,Traditional,Team,Football,Sim",EA Tiburon
6.3,EA Sports,E,FIFA Soccer 13,69,"Wii U,3DS,iPhone/iPad,PC,PlayStation 2,PlayStation 3,PlayStation Vita,Xbox 360","Sim,Sports,Traditional,Team,Soccer,Sim",Electronic Arts
7.6,Electronic Arts,M,Mass Effect 3: Special Edition,85,"Wii U,PC,PlayStation 3,Xbox 360","Action RPG,Role-Playing,Action RPG",Straight Right
7.4,Warner Bros. Interactive Entertainment,E10+,Scribblenauts Unlimited,73,"Wii U,3DS,iPhone/iPad,PC","Puzzle,Action,Platformer,Platformer,2D,2D",5TH Cell
5.2,505 Games,E,Funky Barn,50,"Wii U,3DS","Simulation,General,General,Virtual,Virtual Life",Tantalus
2.7,Ubisoft,E,ESPN Sports Connection,31,Wii U,"Sports,General,General",Ubisoft
7.4,Tecmo Koei America Corp.,T,Warriors Orochi 3 Hyper,64,"Wii U,PlayStation 3,Xbox 360","Action,Beat-'Em-Up,Beat-'Em-Up,3D",Omega Force
3.4,Warner Bros. Interactive Entertainment,E,Game Party Champions,24,Wii U,"Miscellaneous,Party,Party,Party / Minigame","Phosphor Games Studio, LLC"
6.9,Activision,M,Call of Duty: Black Ops II,81,"Wii U,PC,PlayStation 3,Xbox 360","Action,Shooter,Shooter,First-Person,Historic,Modern,Arcade",Treyarch
5,Maximum Games,T,Troll and I,33,"Xbox One,PC,PlayStation 4,Switch","Action Adventure,General",Maximum Games
4.9,Electronic Arts,M,Mass Effect: Andromeda,76,"Xbox One,PC,PlayStation 4","Role-Playing,Action RPG",BioWare
7.9,Nordic Games Publishing,M,Sine Mora EX,81,"PlayStation 4,PC,Switch,Xbox One","Action,Shooter,Shoot-'Em-Up,Horizontal",Digital Reality
7.7,Bandai Namco Games,M,Get Even,71,"PlayStation 4,PC,Xbox One","Modern,Action,Shooter,First-Person,Arcade",The Farm 51
7.3,Frontier Developments,T,Elite: Dangerous,77,"PlayStation 4,iPhone/iPad,PC,Xbox One","Simulation,Space,Civilian",Frontier Developments
6.9,Square Enix,T,Final Fantasy XV: Episode Prompto,65,"PlayStation 4,Xbox One","Role-Playing,Action RPG",Square Enix
6,TIGAMES,T,Ancient Amuletor,60,"PlayStation 4,PC","Adventure,3D,First-Person",TIGAMES
7.2,NIS America,M,Danganronpa Another Episode: Ultra Despair Girls,67,"PlayStation 4,PC,PlayStation Vita","Action Adventure,General",Spike Chunsoft
6.2,Maximum Games,E,The Golf Club 2,76,"PlayStation 4,PC,Xbox One","Sports,Individual,Golf,Arcade",Maximum Games
7.3,Telltale Games,,Batman: The Telltale Series - Episode 3: New World Order,73,"Xbox One,PC,PlayStation 3,PlayStation 4,Xbox 360","Adventure,Point-and-Click",Telltale Games
8.2,Badland Games,E,Ginger: Beyond the Crystal,65,"Xbox One,PC,PlayStation 4,Switch","Action,Platformer,3D",Badland Games
6.6,Bandai Namco Games,M,Dark Souls III: Ashes of Ariandel,73,"Xbox One,PC,PlayStation 4","Role-Playing,Action RPG",From Software
6.6,Ubisoft,E10+,Just Dance 2017,73,"Xbox One,PC,PlayStation 3,PlayStation 4,Switch,Wii U,Xbox 360","Action,Rhythm,Dancing",Ubisoft Paris
7.6,Bandai Namco Games,T,Dragon Ball: Xenoverse 2,73,"Xbox One,PC,PlayStation 4,Switch","Action,Fighting,3D",Dimps Corporation
5.2,Sony Interactive Entertainment,E,PaRappa the Rapper Remastered,61,PlayStation 4,"Action,Rhythm,Music","NanaOn-Sha, Sony Interactive Entertainment"
7.3,Warner Bros. Interactive Entertainment,E10+,LEGO City Undercover,77,"PlayStation 4,PC,Switch,Wii U,Xbox One","Action Adventure,Open-World",TT Games
9.1,Atlus,M,Persona 5,93,"PlayStation 4,PlayStation 3","Role-Playing,Japanese-Style",Atlus
7.3,PaperSeven,E,Blackwood Crossing,71,"PlayStation 4,PC,Xbox One","Adventure,General",PaperSeven
5.9,SCEA,M,Drawn to Death,56,PlayStation 4,"Action,Shooter,Third-Person,Sci-Fi,Arcade",SCEA San Diego Studios
7.1,Epic Games,M,Bulletstorm: Full Clip Edition,75,"PlayStation 4,PC,Xbox One","Action,Shooter,First-Person,Arcade",People Can Fly
7.7,Badland Games,T,The Sexy Brutale,77,"PlayStation 4,PC,Switch,Xbox One","Adventure,General","Abstraction Games, Tequila Works, Cavalier Game Studios"
6.5,Playism,E,Kero Blaster,79,"PlayStation 4,iPhone/iPad,PC","Action,Platformer,Shooter,2D,Shoot-'Em-Up,Vertical",Studio Pixel
7.2,Sony Interactive Entertainment,T,Starblood Arena,68,PlayStation 4,"Action,General",WhiteMoon Dreams
7.5,Ubisoft,,Tom Clancy's The Division - Underground,69,"Xbox One,PC,PlayStation 4","Action,Shooter,Third-Person,Arcade",Massive Entertainment
8.1,Capcom,M,Resident Evil 5,75,"Xbox One,PC,PlayStation 3,PlayStation 4,Xbox 360","Action Adventure,Survival",Capcom
5.4,Telltale Games,M,7 Days to Die,35,"Xbox One,PC,PlayStation 4","Action,Action Adventure,Shooter,Sandbox,First-Person,Arcade",The Fun Pimps
7.2,Warner Bros. Interactive Entertainment,E10+,LEGO Star Wars: The Force Awakens,76,"Xbox One,3DS,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Wii U,Xbox 360","Action Adventure,General",TT Games
7.8,XSEED Games,T,Shantae: Half-Genie Hero,81,"PlayStation 4,PC,PlayStation Vita,Switch,Wii U,Xbox One","Action,Platformer,Platformer,2D,2D",WayForward
7,Telltale Games,M,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,80,"PlayStation 4,PC,Xbox One","Action,General,Adventure,Point-and-Click",Telltale Games
6.6,Telltale Games,M,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,80,"PlayStation 4,PC,Xbox One","Action,Adventure,General,Point-and-Click",Telltale Games
7.5,Sega,T,Hatsune Miku: Project Diva Future Tone - Future Sound,84,PlayStation 4,"Action,Rhythm,Music",Sega
5.4,Curve Digital,T,The Flame in the Flood: Complete Edition,76,"PlayStation 4,PC,Switch,Xbox One","Action Adventure,General",The Molasses Flood
7.8,Sega,T,Hatsune Miku: Project Diva Future Tone - Colorful Tone,84,PlayStation 4,"Action,Rhythm,Music",Sega
5.6,Bandai Namco Games,E10+,Mighty Morphin Power Rangers: Mega Battle,49,"PlayStation 4,Xbox One","Action,Beat-'Em-Up,2D",Bandai Namco Games
3.3,MidBoss,M,2064: Read Only Memories,76,"PlayStation 4,PC,PlayStation Vita,Xbox One","General,Adventure,Point-and-Click",MidBoss
7.3,XSEED Games,T,Fate/Extella: The Umbral Star,67,"PlayStation 4,PC,PlayStation Vita,Switch","Action,Beat-'Em-Up,3D",Marvelous Inc.
5.5,Electronic Arts,T,EA Sports UFC 2,76,"Xbox One,PlayStation 4","Sports,General,Individual,Combat,Boxing / Martial Arts",EA Sports
6.7,Clapfoot Inc.,T,Fortified,69,"Xbox One,PC","Action,Shooter,Third-Person,Arcade",Clapfoot Inc.
4.2,Ubisoft,T,Assassin's Creed Chronicles: Russia,62,"Xbox One,PC,PlayStation 4","Action Adventure,Linear","Ubisoft, Climax Studios"
8.1,Warner Bros. Interactive Entertainment,,Dying Light: The Following,86,"Xbox One,PC,PlayStation 4","Action Adventure,Survival",Techland
6.8,Sony Interactive Entertainment,M,Here They Lie,62,PlayStation 4,"Adventure,3D,First-Person",The Tangentlemen
7.4,Sony Interactive Entertainment,E10+,Headmaster,72,"PlayStation 4,PC","Sports,Team,Soccer,Arcade",Frame Interactive
4.3,Archiact Interactive Ltd.,E,Waddle Home,57,"PlayStation 4,PC","Puzzle,Action",Archiact Interactive Ltd.
6.3,Steel Crate Games,E10+,Keep Talking and Nobody Explodes,88,"PlayStation 4,PC","Adventure,3D,First-Person",Steel Crate Games
6.1,CCP,T,EVE: Gunjack,60,"PlayStation 4,PC","Simulation,Flight,Combat",CCP
4.8,Oasis Games,E10+,Ace Banana,40,PlayStation 4,"Action,General",TVR
7.3,SegaSoft,T,Hatsune Miku VR: Future Live,61,"PlayStation 4,PC","Action,Rhythm,Music","SegaSoft, Sega"
7,Maximum Games,T,Loading Human: Chapter 1,53,"PlayStation 4,PC","Adventure,3D,First-Person",Untold Games
7.7,SCEA,M,Until Dawn: Rush of Blood,72,PlayStation 4,"Action,Shooter,Rail",SuperMassive Games
7.2,Rebellion,T,Battlezone,66,"PlayStation 4,PC","Action,Arcade",Rebellion
7.6,Microsoft Game Studios,M,Gears of War: Ultimate Edition,82,"Xbox One,PC","Action,Shooter,Third-Person,Arcade","Splash Damage, The Coalition"
7.4,Bethesda Softworks,M,Dishonored: Definitive Edition,76,"Xbox One,PC,PlayStation 4","Action Adventure,General",Arkane Studios
6,EA Sports,E,Madden NFL 16,84,"Xbox One,PlayStation 3,PlayStation 4,Xbox 360","Sports,Team,Football,Sim",EA Sports
7,Aspyr,M,Layers of Fear: Inheritance,61,"PlayStation 4,PC,Xbox One","Adventure,3D,First-Person",Bloober Team
7.7,505 Games,E,ABZU,78,"PlayStation 4,PC,Xbox One","Fantasy,Action Adventure,Adventure,General,3D,Third-Person",Giant Squid
7,Activision,,Marvel: Ultimate Alliance Bundle,61,"PlayStation 4,PC,Xbox One","Miscellaneous,Compilation",Raven Software
6.6,Telltale Games,E10+,Minecraft: Story Mode - Episode 7: Access Denied,68,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,Xbox 360,Xbox One","Action Adventure,Adventure,Point-and-Click,Linear",Telltale Games
6,team ok,E10+,Chambara,71,"PlayStation 4,PC","Action,General",team ok
4.1,Bethesda Softworks,,Fallout 4: Vault-Tec Workshop,60,"PlayStation 4,PC,Xbox One","Role-Playing,Western-Style",Bethesda Game Studios
6.6,Vector Unit,E10+,Riptide GP: Renegade,71,"PlayStation 4,iPhone/iPad,PC,Switch,Xbox One","General,Racing,Arcade,Futuristic",Vector Unit
6.8,Krillbite Studio,T,Among the Sleep,66,"PlayStation 4,PC,Xbox One","Adventure,3D,First-Person",Krillbite Studio
6.8,Idea Factory,T,Fairy Fencer F: Advent Dark Force,71,"PlayStation 4,PC","Role-Playing,General,Japanese-Style",Compile Heart
8.2,Oddworld Inhabitants,T,Oddworld: Abe's Oddysee - New 'n' Tasty,86,"Xbox One,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Wii U","Action,Platformer,2D",Just Add Water
7.7,Heart Machine,T,Hyper Light Drifter,79,"PlayStation 4,PC,Xbox One","Role-Playing,Action RPG",Heart Machine
7.4,Microsoft Game Studios,E10+,Forza Horizon 2: Storm Island,82,Xbox One,"Driving,GT / Street,Racing,Simulation,Automobile",Playground Games
4.3,Ubisoft,E,Tetris Ultimate,59,"Xbox One,3DS,PC,PlayStation 4,PlayStation Vita","Miscellaneous,Puzzle,Stacking","Ubisoft, Ubisoft San Francisco"
7.3,Press Play,E,Kalimba,81,"Xbox One,iPhone/iPad,PC","Action,General",Press Play
7.5,Microsoft Game Studios,M,Sunset Overdrive and the Mystery of the Mooil Rig!,65,Xbox One,"Action,General,Shooter,Third-Person,Arcade",Insomniac Games
4.2,A Crowd of Monsters,T,Funk of Titans,43,"Xbox One,PC,PlayStation 4,PlayStation Vita,Wii U","Action,Platformer,2D",A Crowd of Monsters
5.7,505 Games,T,HAWKEN,58,"PlayStation 4,PC,Xbox One","Action,General,Shooter,First-Person,Tactical","Reloaded Games Inc., Reloaded Games"
7.6,Milestone,E,Valentino Rossi The Game,75,"PlayStation 4,PC,Xbox One","Racing,Simulation,Automobile","Milestone, Milestone S.r.l"
7.5,Spearhead Games,T,Stories: The Path of Destinies,73,"PlayStation 4,PC","Role-Playing,Action RPG",Spearhead Games
8.9,Bandai Namco Games,M,Dark Souls III,89,"PlayStation 4,PC,Xbox One","Role-Playing,Action RPG",From Software
8.6,SCEA,E10+,Ratchet & Clank,85,PlayStation 4,"Action,Platformer,3D",Insomniac Games
3.8,Activision,,Call of Duty: Black Ops III - Eclipse,74,"PlayStation 4,PC,Xbox One","Action,Shooter,First-Person,Arcade",Treyarch
5.4,A Crowd of Monsters,,Blues and Bullets - Episode 1: The End of Peace,86,"PlayStation 4,PC,Xbox One","Action Adventure,General",A Crowd of Monsters
7.4,DotEmu,E,Pang Adventures,63,"PlayStation 4,iPhone/iPad,PC,Xbox One","Action,Platformer,2D",Pasta Games
6.1,Oasis Games,E,Koi,51,"PlayStation 4,PlayStation Vita,Switch,Wii U","Action Adventure,General",Oasis Games
6.9,Klei Entertainment,T,"Invisible, Inc. Console Edition",82,"PlayStation 4,iPhone/iPad,PC","General,Strategy,Turn-Based,Tactics",Klei Entertainment
7,Konami,E,UEFA EURO 2016,72,PlayStation 4,"Sports,Team,Soccer,Sim",Konami
5.9,Square Enix,M,Thief,69,"Xbox One,PC,PlayStation 3,PlayStation 4,Xbox 360","Fantasy,Action Adventure,General,Fantasy",Eidos Montreal
5.7,2K Sports,E,NBA 2K14,86,"Xbox One,iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360","Sim,Sports,Traditional,Team,Basketball,Sim",Visual Concepts
2.8,Ubisoft,T,Fighter Within,23,Xbox One,"Sports,General,General",Ubisoft
6.2,Majesco Games,E,Zumba Fitness World Party,73,"Xbox One,Wii U,Xbox 360","Miscellaneous,Exercise / Fitness",Zoe Mode
7,Ubisoft,E10+,Just Dance 2014,71,"Xbox One,PlayStation 3,PlayStation 4,Wii U,Xbox 360","Dancing,Action,Miscellaneous,Rhythm,Dancing",Ubisoft
3.1,Electronic Arts,E,NBA Live 14,36,"Xbox One,PlayStation 4","Arcade,Sports,Traditional,Team,Basketball,Arcade",EA Sports
6.6,Electronic Arts,M,Battlefield 4,81,"Xbox One,PC,PlayStation 3,PlayStation 4,Wii U,Xbox 360","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",EA DICE
7.4,SCEA,T,Fat Princess Adventures,63,PlayStation 4,"Action,Role-Playing,General,Action RPG","SCE Santa Monica, Fun Bits"
6.3,Vlambeer,E10+,Nuclear Throne,82,"PlayStation 4,PC,PlayStation Vita","General,Action,General,Shooter,Shoot-'Em-Up,Top-Down",Vlambeer
6.3,SCEA,T,GUNS UP!,54,PlayStation 4,"Action,Strategy,Real-Time,General",Valkyrie Entertainment
3.4,UFO Interactive,E,Zotrix,57,"PlayStation 4,PC","Action,Shooter,Shoot-'Em-Up,Top-Down",ZeroBit Games
7.4,XSEED Games,M,Earth Defense Force 4.1: The Shadow of New Despair,64,"PlayStation 4,PC","Action,Shooter,Third-Person,Arcade",Sandlot
6.5,Ubisoft,M,Assassin's Creed Syndicate: Jack the Ripper,72,"PlayStation 4,PC,Xbox One","Action Adventure,Open-World",Ubisoft Quebec
5.4,Sierra Games,E10+,King's Quest Chapter 2: Rubble Without a Cause,68,"PlayStation 4,PC,PlayStation 3,Xbox 360,Xbox One","Adventure,General",The Odd Gentlemen
5.1,Telltale Games,E10+,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,72,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,Xbox 360,Xbox One","Action Adventure,Adventure,Point-and-Click,Linear",Telltale Games
7.9,Warner Bros. Interactive Entertainment,M,Batman: Arkham Knight - Season of Infamy: Most Wanted,79,"PlayStation 4,PC,Xbox One","Action Adventure,Open-World",Rocksteady Studios
7.3,"Frozenbyte, Inc.",E10+,Trine 3: The Artifacts of Power,65,"PlayStation 4,PC","Action,Platformer,2D","Frozenbyte, Inc."
5.3,Devolver Digital,E10+,Hatoful Boyfriend: Holiday Star,58,"PlayStation 4,PC,PlayStation Vita","Adventure,General,Visual Novel","Mediatonic, Hato Moa"
5.3,SCEA,E10+,Hardware: Rivals,56,PlayStation 4,"Simulation,Vehicle,Combat",SCEA
6.9,Double Damage Games,T,Rebel Galaxy,64,"PlayStation 4,PC,Xbox One","Action,Action Adventure,General",Double Damage Games
7.4,Harmonix Music Systems,E,Amplitude,74,"PlayStation 4,PlayStation 3","Miscellaneous,Action,Rhythm,Music",Harmonix Music Systems
6.2,Animatoon Studio,E10+,Dogchild,71,PlayStation 4,"Action Adventure,General",Animatoon Studio
4.8,Zen Studios,,Star Wars Pinball: The Force Awakens,81,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,PlayStation Vita,Xbox 360,Xbox One","Action,Pinball",Zen Studios
4.5,The Fullbright Company,M,Gone Home: Console Edition,85,"PlayStation 4,PC,Xbox One","Adventure,3D,First-Person","The Fullbright Company, Midnight City"
7.8,Versus Evil,T,The Banner Saga,79,"PlayStation 4,iPhone/iPad,PC,Switch,Xbox One","Role-Playing,General,Strategy,Turn-Based,Tactics",Stoic
6.1,Choice Provisions,M,Tharsis,65,"PlayStation 4,PC","Miscellaneous,Board / Card Game",Choice Provisions
7.1,Calvino Noir Ltd.,T,Calvino Noir,44,"PlayStation 4,iPhone/iPad,PC","Action Adventure,General",Calvino Noir Ltd.
7.4,Bethesda Softworks,M,Dishonored: Definitive Edition,80,"PlayStation 4,PC,Xbox One","Action Adventure,General",Arkane Studios
5.2,LOOT Entertainment,E10+,Back to Bed,62,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,PlayStation Vita,Wii U","Action,General","Bedtime Digital Games, LOOT Interactive"
4.9,Bossa Studios,E10+,I Am Bread,51,"PlayStation 4,iPhone/iPad,PC,Xbox One","Miscellaneous,General","Just Add Water, Bossa Studios"
5.9,EA Sports,E,Madden NFL 16,83,"PlayStation 4,PlayStation 3,Xbox 360,Xbox One","Sports,Team,Football,Sim",EA Sports
7.7,Bandai Namco Games,T,One Piece: Pirate Warriors 3,74,"PlayStation 4,PC,PlayStation 3,PlayStation Vita,Switch","Action,Beat-'Em-Up,3D",Omega Force
6.2,Capcom,E,Mega Man Legacy Collection,77,"PlayStation 4,3DS,PC,Switch,Xbox One","Miscellaneous,Compilation",Digital Eclipse
8.3,SCEA,M,Until Dawn,79,PlayStation 4,"Action Adventure,Horror,Survival,Adventure,3D,Third-Person",SuperMassive Games
5.1,Curve Studios,E,NOVA-111,73,"PlayStation 4,PC,PlayStation 3,PlayStation Vita,Wii U,Xbox One","Sci-Fi,Strategy,Turn-Based,General",Funktronic Labs
6.1,Disney Interactive Studios,E10+,Disney Infinity 3.0 Edition,80,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,Wii U,Xbox 360,Xbox One","Action Adventure,General",Avalanche Software
7.3,League of Geeks,E10+,Armello,74,"PlayStation 4,iPhone/iPad,PC,Xbox One","Miscellaneous,Board / Card Game",League of Geeks
5.6,Renegade Kid,E,Xeodrifter,77,"PlayStation 4,3DS,PC,PlayStation 3,PlayStation Vita,Switch,Wii U","Action,Platformer,2D",Renegade Kid
6,Ubisoft,E,Grow Home,74,"PlayStation 4,PC","Action Adventure,Sandbox,Open-World",Ubisoft Reflections
7.2,Zoink!,T,Zombie Vikings,64,"PlayStation 4,PC,Xbox One","Action,Beat-'Em-Up,2D",Zoink!
7.8,Koei Tecmo Games,T,Nobunaga's Ambition: Sphere of Influence,80,"PlayStation 4,PC,PlayStation 3","Strategy,Turn-Based,General",Koei Tecmo Games
6.6,Capy Games,T,Super Time Force Ultra,82,"PlayStation 4,PC,PlayStation Vita,Xbox 360,Xbox One","Shooter,Shoot-'Em-Up,Vertical,Action,Platformer,2D",Capy Games
8.2,Konami,M,Metal Gear Solid V: The Phantom Pain,93,"PlayStation 4,PC,PlayStation 3,Xbox 360,Xbox One","Modern,Action Adventure,Modern,Open-World","Kojima Productions, Moby Dick Studio"
7.8,Warner Bros. Interactive Entertainment,M,Mad Max,69,"PlayStation 4,PC,Xbox One","General,Action,Action Adventure,General,Open-World",Avalanche Studios
8.9,SCEA,M,Bloodborne,92,PlayStation 4,"Fantasy,Role-Playing,Action Adventure,General,Action RPG",From Software
7.9,2K Games,M,Borderlands: The Handsome Collection,82,"PlayStation 4,Xbox One","Miscellaneous,Compilation","Gearbox Software, Iron Galaxy Studios"
8.3,Square Enix,M,Life is Strange: Episode 2 - Out of Time,78,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,Xbox 360,Xbox One","Action Adventure,General",DONTNOD Entertainment
7.4,Dissident Logic,E10+,Paperbound,69,"PlayStation 4,PC","Action,Fighting,2D",Dissident Logic
7.5,Koei Tecmo Games,T,Toukiden: Kiwami,74,"PlayStation 4,PC,PlayStation Vita","Action,General",Koei Tecmo Games
7.8,SCEA,E,MLB 15: The Show,80,"PlayStation 4,PlayStation 3,PlayStation Vita","Traditional,Sports,Team,Baseball,Sim",SCEA San Diego Studios
8,Tom Happ,E10+,Axiom Verge,84,"PlayStation 4,PC,PlayStation Vita,Switch,Wii U,Xbox One","Sci-Fi,Action Adventure,General",Tom Happ
6.6,LifeSpark Entertainment,T,Rack N Ruin,59,"PlayStation 4,PC","Fantasy,Action,Action Adventure,General,Open-World",LifeSpark Entertainment
7,Curve Digital,T,Stealth Inc 2: A Game of Clones,74,"PlayStation 4,PC,PlayStation 3,PlayStation Vita,Wii U,Xbox One","Action,Platformer,2D",Curve Digital
6.4,Ilusis Interactive Graphics,E10+,Krinkle Krusher,50,"PlayStation 4,PC,PlayStation 3,PlayStation Vita,Xbox One","Action,Strategy,Real-Time,General,Defense",Ilusis Interactive Graphics
8,Bandai Namco Games,T,Dark Souls II: Scholar of the First Sin,87,"PlayStation 4,PC,PlayStation 3,Xbox 360,Xbox One","Role-Playing,Action RPG",From Software
7.8,Supergiant Games,E10+,Bastion,89,"PlayStation 4,iPhone/iPad,PC,PlayStation Vita,Xbox 360,Xbox One","Role-Playing,Action RPG",Supergiant Games
1.9,Lumenox ehf,E,Aaru's Awakening,59,"PlayStation 4,PC,PlayStation 3,Xbox One","Action,Platformer,2D",Lumenox ehf
6.1,Grip Games,E10+,Tower of Guns,69,"PlayStation 4,PC,PlayStation 3,Xbox One","Sci-Fi,Action,Shooter,First-Person,Arcade",Terrible Posture Games
6.1,Vertex Pop,E,WE ARE DOOMED,61,"PlayStation 4,PC,PlayStation Vita,Xbox One","Action,Shooter,Shoot-'Em-Up,Horizontal",Vertex Pop
6.7,Rain Games,E,Teslagrad,78,"PlayStation 4,PC,PlayStation 3,PlayStation Vita,Switch,Wii U,Xbox One","Action,Platformer,2D",Rain Games
7.8,Warner Bros. Interactive Entertainment,M,Mortal Kombat X,83,"PlayStation 4,PC,Xbox One","Action,Fighting,2D,3D","Warner Bros. Interactive Entertainment, NetherRealm Studios"
6.7,Devolver Digital,T,Titan Souls,73,"PlayStation 4,PC,PlayStation Vita","Action,General",Acid Nerve
6.1,Electronic Arts,E,Madden NFL 15,81,"PlayStation 4,PlayStation 3,Xbox 360,Xbox One","Sports,Traditional,Team,Football,Sim",EA Sports
8.1,Deep Silver,M,Metro Redux,83,"PlayStation 4,PC,Xbox One","Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",4A Games
6.5,Koei Tecmo Games,T,Warriors Orochi 3 Ultimate,77,"PlayStation 4,PlayStation 3,PlayStation Vita,Xbox One","Action,Beat-'Em-Up,3D",Omega Force
6.9,FuturLab,E10+,Velocity 2X,86,"PlayStation 4,PC,PlayStation Vita,Xbox One","Action,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical",FuturLab
