user_score,publisher,rating,title,metascore,platform,genre,developer
7.6,Black Forest Games,E,Giana Sisters: Twisted Dreams,74,"Wii U,PC,PlayStation 3,Xbox 360","Action,Platformer,Platformer,2D,2D",Black Forest Games
8.6,Nintendo,T,The Wonderful 101,78,Wii U,"Action,General,General",PlatinumGames
7.8,Capcom,T,Dungeons & Dragons: Chronicles of Mystara,77,"Wii U,PC,PlayStation 3,Xbox 360","Action,Miscellaneous,Beat-'Em-Up,Compilation,Compilation",Iron Galaxy Studios
9,Nintendo,E10+,The Legend of Zelda: The Wind Waker HD,90,Wii U,"Action Adventure,Fantasy,Fantasy,Open-World","Nintendo, HexaDrive"
6.3,Warner Bros. Interactive Entertainment,E10+,Scribblenauts Unmasked: A DC Comics Adventure,71,"Wii U,3DS,PC","Puzzle,Action,Platformer,Platformer,2D,2D",5TH Cell
6.3,Keen Games,E,TNT Racers: Nitro Machines Edition,62,Wii U,"Driving,Racing,Arcade,Arcade,Automobile",Keen Games
7.3,WayForward,E10+,Mighty Switch Force! 2,74,"Wii U,3DS","Action,Platformer,Platformer,2D,2D",WayForward
7.6,Ubisoft,E10+,Just Dance 2014,72,"Wii U,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action,Miscellaneous,Rhythm,Dancing,Dancing",Ubisoft
6.1,Activision,E10+,Skylanders Swap Force,89,"Wii U,3DS,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action,Platformer,Platformer,3D,3D",Vicarious Visions
8,Warner Bros. Interactive Entertainment,E10+,LEGO Marvel Super Heroes,82,"Wii U,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action Adventure,Fantasy,General,Fantasy",TT Games
8.5,Square Enix,M,Deus Ex: Human Revolution - Director's Cut,88,"Wii U,PC,PlayStation 3,Xbox 360","Action Adventure,Sci-Fi,Sci-Fi,General","Eidos Montreal, Straight Right"
7.4,Warner Bros. Interactive Entertainment,T,Batman: Arkham Origins,68,"Wii U,PC,PlayStation 3,Xbox 360","Action Adventure,Fantasy,Fantasy,Open-World",Human Head Studios
6.5,Namco Bandai Games,E10+,Pac-Man and the Ghostly Adventures,58,"Wii U,3DS,PC,PlayStation 3,Xbox 360","Action,Platformer,3D","Namco Bandai Games, Monkey Bar Games"
6.9,Nintendo,E,Wii Party U,65,Wii U,"Miscellaneous,Party,Party,Party / Minigame",Nd Cube
7.7,Nintendo,E,Wii Fit U,72,Wii U,"Sports,Miscellaneous,General,Exercise / Fitness",Nintendo
7.8,Ubisoft,M,Assassin's Creed IV: Black Flag,86,"Wii U,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action Adventure,Historic,Historic,Open-World",Ubisoft
7,Nintendo,E10+,Wii Sports Club,68,Wii U,"Sports,General,General",Nintendo
3.5,Activision,M,Call of Duty: Ghosts,69,"Wii U,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Treyarch
6.2,Nintendo,E,Mario & Sonic at the Sochi 2014 Olympic Winter Games,55,Wii U,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics","Nintendo, Sega Sports R&D"
1.2,Frontier Developments,E10+,Coaster Crazy Deluxe,69,"Wii U,iPhone/iPad","Miscellaneous,General,General",Frontier Developments
5.1,D3Publisher,E10+,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,40,"Wii U,3DS,PC,PlayStation 3,Xbox 360","Action Adventure,Fantasy,General,Fantasy",WayForward
7.3,Sega,E10+,Sonic: Lost World,63,"Wii U,3DS,PC","Action,Platformer,Platformer,3D,3D",Sonic Team
6.5,Ynnis Interactive,E,The Mysterious Cities of Gold: Secret Paths,60,"Wii U,3DS,iPhone/iPad,PC","Miscellaneous,Puzzle,General,Puzzle,General",Neko Entertainment
7.5,Two Tribes,E,Edge,79,"Wii U,3DS,iPhone/iPad,PC","General,Puzzle,Miscellaneous,Puzzle,General",Two Tribes
8.9,Nintendo,E,Super Mario 3D World,93,Wii U,"Platformer,3D,Action,Platformer,3D",Nintendo
7.5,Two Tribes,E,RUSH,77,"Wii U,PC","Miscellaneous,Puzzle,General",Two Tribes
7.2,Nintendo,E,NES Remix,71,Wii U,"Miscellaneous,General",Indies Zero
7.6,Ripstone,M,Knytt Underground,76,"Wii U,PC,PlayStation 3,PlayStation Vita","Action,Platformer,2D",nifflas
7.8,Zen Studios,T,CastleStorm,83,"Wii U,PC,PlayStation 3,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One","Strategy,General",Zen Studios
7.1,Nintendo,E,Dr. Luigi,65,Wii U,"Miscellaneous,Puzzle,Stacking","Arika, Nintendo"
7.5,EnjoyUp Games,T,Unepic,72,"Wii U,PC,PlayStation 4,PlayStation Vita,Switch,Xbox One","Action,Platformer,2D",EnjoyUp Games
8.9,Nintendo,E,Donkey Kong Country: Tropical Freeze,83,"Wii U,Switch","Platformer,2D,Action,Platformer,2D",Retro Studios
7.7,Warner Bros. Interactive Entertainment,E10+,The LEGO Movie Videogame,68,"Wii U,3DS,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One","Fantasy,Action Adventure,General,Fantasy",TT Games
6.7,Codemasters,E,F1 Race Stars: Powered Up Edition,61,"Wii U,iPhone/iPad,PC,PlayStation 3,Xbox 360","Driving,Racing,Arcade,Formula One,Formula One,Automobile",Codemasters
5,RCMADIAX,E,Blok Drop U,53,"Wii U,iPhone/iPad","Miscellaneous,Puzzle,Logic",RCMADIAX
6.9,Ripstone,E,Pure Chess,61,"Wii U,3DS,iPhone/iPad,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Miscellaneous,Board Games,Board / Card Game",VooFoo Studios
8,Nintendo,E,NES Remix 2,73,Wii U,"Miscellaneous,General",Indies Zero
6.5,Activision,T,The Amazing Spider-Man 2,58,"Wii U,3DS,iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action,Action Adventure,General,General,Open-World",Beenox
8.5,Ubisoft,E10+,Child of Light,84,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One","Action,Role-Playing,General,General,General",Ubisoft Montreal
7.4,Capcom,M,Resident Evil: Revelations,70,"PlayStation 4,3DS,PC,PlayStation 3,Switch,Wii U,Xbox 360,Xbox One","Action Adventure,Survival",Capcom
7.6,505 Games,E,Redout,81,"PlayStation 4,PC,Switch,Xbox One","Racing,Arcade,Futuristic",505 Games
7.1,Koei Tecmo Games,T,Warriors All-Stars,70,"PlayStation 4,PC","Action,Beat-'Em-Up,3D",Omega Force
7.3,DotEmu,E,WindJammers,76,"PlayStation 4,PlayStation Vita","Sports,Individual,Other",DotEmu
4.2,Studio Wildcard,T,ARK: Survival Evolved,69,"PlayStation 4,PC,Xbox One","Action Adventure,Sandbox",Studio Wildcard
8.6,Sega,M,Yakuza Kiwami,80,PlayStation 4,"Action Adventure,Open-World",Ryu ga Gotoku Studios
7.8,SCEA,E,Everybody's Golf,78,PlayStation 4,"Traditional,Sports,Individual,Golf,Arcade","SCEI, Clap Hanz"
7.2,EXOR Studios,T,X-Morph: Defense,78,"PlayStation 4,PC,Xbox One","Strategy,Real-Time,Defense",EXOR Studios
5.9,Devolver Digital,T,Absolver,69,"PlayStation 4,PC","Role-Playing,Action RPG",Sloclap
8,Square Enix,M,Life is Strange: Before the Storm,77,"PlayStation 4,PC,Xbox One","Action Adventure,General",Deck Nine Games
7.7,505 Games,E,Last Day of June,75,"PlayStation 4,PC,Switch","Adventure,General",Ovosonico
7.7,Square Enix,M,Life is Strange: Before the Storm - Episode 1: Awake,78,"PlayStation 4,PC,Xbox One","Action Adventure,General",Deck Nine Games
6.7,Sekai Project,T,Rabi-Ribi,80,"PlayStation 4,PC,PlayStation Vita","Action,Platformer,2D",CreSpirit
6.5,Fabrik Games,E10+,The Lost Bear,77,PlayStation 4,"Adventure,3D,First-Person",Fabrik Games
7.4,Aqua Plus,M,Utawarerumono: Mask of Truth,75,"PlayStation 4,PlayStation Vita","Strategy,Turn-Based,General",Aqua Plus
6.4,Double Eleven,T,Songbringer,71,"PlayStation 4,PC,Xbox One","Action Adventure,General",Wizard Fu Games
7.4,Pocketwatch Games,T,Tooth and Tail,78,"PlayStation 4,PC","Strategy,Real-Time,General",Pocketwatch Games
7.5,Sony Interactive Entertainment,E10+,Knack 2,69,PlayStation 4,"Action Adventure,Linear",SCE Japan Studio
7,Kalypso,M,Ken Follett's The Pillars of the Earth,75,"PlayStation 4,iPhone/iPad,PC,Xbox One","Adventure,Visual Novel",Kalypso
4.9,Activision,T,Destiny 2,85,"PlayStation 4,PC,Xbox One","Action,Shooter,First-Person,Arcade",Bungie
5.9,704Games,E,NASCAR Heat 2,66,"PlayStation 4,PC,Xbox One","Racing,Simulation,Automobile","Monster Games Inc., 704Games"
7.1,XSEED Games,M,Senran Kagura: Peach Beach Splash,70,"PlayStation 4,PC","Action,Shooter,Third-Person,Arcade",Marvelous Inc.
8.2,NIS America,T,Ys VIII: Lacrimosa of DANA,85,"PlayStation 4,PC,PlayStation Vita,Switch","Role-Playing,Action RPG",Falcom
7.2,Konami,E,Pro Evolution Soccer 2018,83,"PlayStation 4,PC,PlayStation 3,Xbox 360,Xbox One","Sports,Team,Soccer,Sim",Konami
7.1,Bethesda Softworks,M,Dishonored: Death of the Outsider,82,"PlayStation 4,PC,Xbox One","Action Adventure,General",Arkane Studios
3.5,Electronic Arts,E10+,NHL 18,75,"PlayStation 4,Xbox One","Sports,Team,Ice Hockey,Sim",EA Sports
5.8,Messhof,T,Nidhogg 2,73,"PlayStation 4,PC","Action,General",Messhof
1.7,2K Games,E10+,NBA 2K18,80,"PlayStation 4,iPhone/iPad,PC,PlayStation 3,Switch,Xbox 360,Xbox One","Arcade,Sports,Team,Basketball,Sim",Visual Concepts
7.4,Maximum Games,E,WRC 7,70,"PlayStation 4,PC,Xbox One","Racing,Simulation,Automobile",Kylotonn
6,Teotl Studios,T,The Solus Project,65,"PlayStation 4,PC,Xbox One","Action,General",Grip Games
8.4,Square Enix,T,Final Fantasy IX,85,"PlayStation 4,iPhone/iPad,PC","Role-Playing,Japanese-Style","SquareSoft, Square Enix"
6.1,Electronic Arts,E,NBA Live 18,72,"PlayStation 4,Xbox One","Sports,Team,Basketball,Sim",EA Sports
5.2,Telltale Games,E10+,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,63,"PlayStation 4,iPhone/iPad,PC,Xbox One","Adventure,Point-and-Click",Telltale Games
6.2,Blowfish Studios,T,Morphite,60,"PlayStation 4,iPhone/iPad,PC,Switch,Xbox One","Action Adventure,General",Crescent Moon Games
6.3,Oasis Games,M,Hidden Dragon Legend,52,PlayStation 4,"Action,Platformer,2D",Oasis Games
4.4,Capcom,T,Marvel vs. Capcom: Infinite,72,"PlayStation 4,PC,Xbox One","Action,Fighting,2D",Capcom
7.2,Warner Bros. Interactive Entertainment,E10+,The LEGO NINJAGO Movie Video Game,67,"PlayStation 4,PC,Switch,Xbox One","Action Adventure,General",TT Games
6,Bandai Namco Games,E,Project CARS 2,82,"PlayStation 4,PC,Xbox One","Racing,Simulation,Automobile","Bandai Namco Games, Slightly Mad Studios"
7.3,Image & Form,E10+,SteamWorld Dig 2,85,"PlayStation 4,3DS,PC,PlayStation Vita,Switch","Action,Platformer,2D",Image & Form
6.6,Sony Interactive Entertainment,M,Nioh: Bloodshed's End,85,PlayStation 4,"Role-Playing,Action RPG",Team Ninja
4.9,Mercury Steam,M,Raiders of the Broken Planet,56,"PlayStation 4,PC,Xbox One","Strategy,Real-Time,MOBA",Mercury Steam
3.4,Digital Domain,E10+,DreamWorks Voltron VR Chronicles,67,"PlayStation 4,PC","Action,General",Digital Domain
4.9,Telltale Games,M,Batman: The Enemy Within - Episode 2: The Pact,67,"PlayStation 4,iPhone/iPad,PC,Xbox One","Adventure,Point-and-Click",Telltale Games
6.8,Oasis Games,E,Light Tracer,68,"PlayStation 4,PC","Puzzle,Action",Oasis Games
5.7,Zen Studios,E10+,Pinball FX3,78,"PlayStation 4,PC,Switch,Xbox One","Action,Pinball",Zen Studios
7,Koei Tecmo Games,T,Blue Reflection,66,"PlayStation 4,PC","Role-Playing,Japanese-Style",Gust
3.4,Electronic Arts,E,FIFA 18,84,"PlayStation 4,PC,PlayStation 3,Switch,Xbox 360,Xbox One","Sports,Team,Soccer,Sim",EA Vancouver
7.7,Devolver Digital,M,Ruiner,71,"PlayStation 4,PC,Xbox One","Action,General",Reikon Games
7.1,Runic Games,T,Hob,79,"PlayStation 4,PC","Action,General",Runic Games
8.1,NIS America,M,Danganronpa V3: Killing Harmony,81,"PlayStation 4,PC,PlayStation Vita","Action,General,Adventure,Visual Novel",Spike Chunsoft
5.9,No Goblin,E10+,100ft Robot Golf,56,"PlayStation 4,PC","Sports,Individual,Golf,Arcade",No Goblin
6.9,THQ Nordic,T,theHunter: Call of the Wild,75,"PlayStation 4,PC,Xbox One","Sports,Individual,Nature,Hunting",THQ Nordic
5.7,10tons,T,JYDGE,76,"PlayStation 4,iPhone/iPad,PC,Switch,Xbox One","Action,Shooter,Shoot-'Em-Up,Top-Down",10tons
6.7,Bandai Namco Games,T,Gundam Versus,68,PlayStation 4,"Action,Fighting,3D",Bandai Namco Games
7.7,Coconut Island Games,M,Detention,84,"PlayStation 4,PC,Switch","Adventure,General",Red Candle Game
8.3,Capcom,M,Dragon's Dogma: Dark Arisen,78,"PlayStation 4,PC,PlayStation 3,Xbox 360,Xbox One","Role-Playing,Action RPG",Capcom
6.6,Nordic Games Publishing,T,Battle Chasers: Nightwar,75,"PlayStation 4,PC,Switch,Xbox One","Role-Playing,Action RPG,Japanese-Style",Airship Syndicate Entertainment
1.3,Funbox Media,,Syndrome,40,"PlayStation 4,iPhone/iPad,PC,Xbox One","Action Adventure,Survival",Funbox Media
6.7,Survios,T,Raw Data,71,"PlayStation 4,PC","Action,Shooter,First-Person,Arcade",Survios
6.4,Telltale Games,T,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,68,"PlayStation 4,iPhone/iPad,PC,Xbox One","Action,Adventure,General,3D,Third-Person",Telltale Games
7.8,Ultra Ultra,M,ECHO,79,"PlayStation 4,PC","Action Adventure,General",Ultra Ultra
3.3,NIS America,T,Touhou Kobuto V: Burst Battle,42,"PlayStation 4,PlayStation Vita,Switch","Action,Fighting,3D",CUBETYPE
7.4,UFO Interactive,E10+,Raiden V: Director's Cut,73,"PlayStation 4,PC,Xbox One","Action,Shooter,Shoot-'Em-Up,Vertical",Moss
3.8,Starbreeze,M,Raid: World War II,46,"PlayStation 4,PC,Xbox One","Action Adventure,General",Starbreeze
7.4,Idea Factory,T,Cyberdimension Neptunia: 4 Goddesses Online,71,"PlayStation 4,PC","Role-Playing,Action RPG",Compile Heart
3.7,Warner Bros. Interactive Entertainment,M,Middle-earth: Shadow of War,80,"PlayStation 4,PC,Xbox One","Action Adventure,Open-World",Monolith Productions
5.9,2K Games,T,WWE 2K18,66,"PlayStation 4,PC,Switch,Xbox One","Sports,Individual,Combat,Wrestling",Yuke's
7.9,GameTrust,T,The Invisible Hours,81,"PlayStation 4,PC,Xbox One","Adventure,General",Tequila Works
8.8,Bethesda Softworks,M,The Evil Within 2,76,"PlayStation 4,PC,Xbox One","Action Adventure,Survival",Tango Gameworks
7.3,Sold Out,T,Rogue Trooper Redux,59,"PlayStation 4,PC,Switch,Xbox One","Action,Shooter,Third-Person,Arcade",Sold Out
5.6,Sony Interactive Entertainment,E10+,No Heroes Allowed! VR,73,PlayStation 4,"Strategy,Real-Time,Defense",Acquire
6.8,5pb,M,Chaos;Child,76,"PlayStation 4,PlayStation Vita","Adventure,General,Visual Novel",5pb
4.4,Epic Games,T,Fortnite,85,"Xbox One,iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360","Action,Shooter,Third-Person,Tactical",Epic Games
6,SCEA,E,Gran Turismo Sport,75,PlayStation 4,"Racing,Simulation,Automobile",Polyphony Digital
8.6,Motiga,T,Gigantic,74,"Xbox One,PC","Strategy,Real-Time,MOBA",Motiga
7,Team 17,E10+,Aven Colony,77,"Xbox One,PC,PlayStation 4","Strategy,Management,Government","Sold Out, Mothership Entertainment"
8.6,Double Eleven,T,Super Cloudbuilt,74,"Xbox One,PC,PlayStation 4","Action Adventure,General","Coilworks, Double Eleven"
8.1,Daedalic Entertainment,M,Shadow Tactics: Blades of the Shogun,85,"Xbox One,PC,PlayStation 4","Strategy,Real-Time,Tactics",Mimimi Productions
7.6,Hinterland,T,The Long Dark,76,"Xbox One,PC,PlayStation 4","Simulation,General",Hinterland
6.6,The Fullbright Company,T,Tacoma,79,"Xbox One,PC,PlayStation 4","Adventure,General","The Fullbright Company, Fullbright"
5.8,Telltale Games,E10+,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,75,"Xbox One,iPhone/iPad,PC,PlayStation 4","Adventure,Point-and-Click",Telltale Games
2.5,Telltale Games,M,Batman: The Enemy Within - Episode 1: The Enigma,77,"Xbox One,PC,PlayStation 4","Adventure,Point-and-Click",Telltale Games
7.8,Aspyr,M,Observer,86,"Xbox One,PC,PlayStation 4","Adventure,3D,First-Person",Bloober Team
6.9,Daedalic Entertainment,M,Ken Follett's The Pillars of the Earth,78,"Xbox One,iPhone/iPad,PC,PlayStation 4","Adventure,Visual Novel",Kalypso
8.2,SegaSoft,E,Sonic Mania,83,"Xbox One,PC,PlayStation 4,Switch","Action,Platformer,2D","SegaSoft, Sega, PagodaWest Games"
5.1,drool Games,E10+,Thumper,86,"Xbox One,iPhone/iPad,PC,PlayStation 4,Switch","Action,Rhythm,Music","drool Games, Drool"
3.8,Telltale Games,T,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,70,"Xbox One,iPhone/iPad,PC,PlayStation 4","Action,Adventure,General,3D,Third-Person",Telltale Games
4.7,Electronic Arts,E,Madden NFL 18,82,"Xbox One,PlayStation 4","Sports,Team,Football,Sim",EA Sports
6.2,Deep Silver,M,Agents of Mayhem,73,"Xbox One,PC,PlayStation 4","Action Adventure,Open-World",Volition Inc.
6.7,Deep Silver,E,F1 2017,84,"Xbox One,PC,PlayStation 4","Racing,Simulation,Automobile",Codemasters
7.2,Grinding Gear Games,M,Path of Exile: The Fall of Oriath,83,"Xbox One,PC","Role-Playing,Action RPG",Grinding Gear Games
7.7,Paradox Interactive,M,Pillars of Eternity: Complete Edition,86,"Xbox One,PlayStation 4","Role-Playing,Western-Style","Obsidian Entertainment, Paradox Arctic"
7.8,Capcom,M,Resident Evil: Revelations,78,"Xbox One,3DS,PC,PlayStation 3,PlayStation 4,Switch,Wii U,Xbox 360","Action Adventure,Survival",Capcom
6.3,Tripwire Interactive,M,Killing Floor 2,79,"Xbox One,PC,PlayStation 4","Action,Shooter,First-Person,Arcade",Tripwire Interactive
8.2,505 Games,E,Redout,76,"Xbox One,PC,PlayStation 4,Switch","Racing,General,Arcade,Futuristic",34BigThings
4.6,Studio Wildcard,T,ARK: Survival Evolved,69,"Xbox One,PC,PlayStation 4","Action Adventure,Sandbox",Studio Wildcard
7.7,Square Enix,M,Life is Strange: Before the Storm,81,"Xbox One,PC,PlayStation 4","Action Adventure,General",Deck Nine Games
4.2,Activision,T,Destiny 2,87,"Xbox One,PC,PlayStation 4","Action,Shooter,First-Person,Arcade",Bungie
8.2,Square Enix,M,Life is Strange: Before the Storm - Episode 1: Awake,79,"Xbox One,PC,PlayStation 4","Action Adventure,General",Deck Nine Games
7.7,Bigben Interactive,E,WRC 7,70,"Xbox One,PC,PlayStation 4","Racing,Simulation,Automobile",Kylotonn
3.8,Electronic Arts,E10+,NHL 18,77,"Xbox One,PlayStation 4","Sports,Team,Ice Hockey,Sim",EA Sports
6.7,Konami,E,Pro Evolution Soccer 2018,82,"Xbox One,PC,PlayStation 3,PlayStation 4,Xbox 360","Sports,Team,Soccer,Sim",Konami
7.1,Bethesda Softworks,M,Dishonored: Death of the Outsider,84,"Xbox One,PC,PlayStation 4","Action Adventure,General",Arkane Studios
1.6,2K Games,E10+,NBA 2K18,85,"Xbox One,iPhone/iPad,PC,PlayStation 3,PlayStation 4,Switch,Xbox 360","Sports,Team,Basketball,Sim",2K Games
5.4,Telltale Games,E10+,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,70,"Xbox One,iPhone/iPad,PC,PlayStation 4","Adventure,Point-and-Click",Telltale Games
5.6,Electronic Arts,E,NBA Live 18,72,"Xbox One,PlayStation 4","Sports,Team,Basketball,Sim",EA Sports
7,Abylight,T,Super Hydorah,82,"Xbox One,iPhone/iPad,PC,PlayStation 4,PlayStation Vita","Action,Shooter,Shoot-'Em-Up,Horizontal",Locomalito
4.9,Capcom,T,Marvel vs. Capcom: Infinite,77,"Xbox One,PC,PlayStation 4","Action,Fighting,2D",Capcom
5.7,Bandai Namco Games,E,Project CARS 2,84,"Xbox One,PC,PlayStation 4","Racing,Simulation,Automobile","Bandai Namco Games, Slightly Mad Studios"
7.1,Nicalis,T,1001 Spikes,83,"Wii U,3DS,PC,PlayStation 4,PlayStation Vita,Xbox One","Action,General,Platformer,Platformer,2D,2D",Nicalis
7.2,Warner Bros. Interactive Entertainment,E10+,The LEGO NINJAGO Movie Video Game,76,"Xbox One,PC,PlayStation 4,Switch","Action Adventure,General",TT Games
3,4 Corner Games,E,I've Got to Run!,37,Wii U,"Action,Platformer,2D",4 Corner Games
5.5,Mercury Steam,M,Raiders of the Broken Planet,67,"Xbox One,PC,PlayStation 4","Strategy,Real-Time,MOBA",Mercury Steam
7.2,The Digital Lounge,T,Another World: 20th Anniversary Edition,73,"Wii U,3DS,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Action,Platformer,2D",The Digital Lounge
4.9,Little Orbit,E10+,How to Train Your Dragon 2,47,"Wii U,3DS,PlayStation 3,Xbox 360","Action Adventure,General,Fantasy",Torus Games
8,Nintendo,E,Pushmo World,80,Wii U,"Miscellaneous,Puzzle,Logic",Intelligent Systems
5.6,505 Games,M,How to Survive,55,"Wii U,PC,PlayStation 3,Xbox 360","Action Adventure,Horror,Survival",EKO Software
8.4,Yacht Club Games,E,Shovel Knight,88,"Wii U,3DS,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Platformer,2D,Action,Platformer,2D",Yacht Club Games
5.3,Sanuk Games,E10+,Bombing Bastards,55,"Wii U,PC,PlayStation 4,PlayStation Vita,Xbox One","Puzzle,Action,General",Sanuk Games
7.6,DrinkBox Studios,E10+,Guacamelee! Super Turbo Championship Edition,90,"Wii U,PC,PlayStation 4,Xbox 360,Xbox One","Action,Platformer,2D",DrinkBox Studios
8.2,Fuzzy Wuzzy Games,E,Armillo,72,Wii U,"Action,Platformer,Platformer,3D,3D",Fuzzy Wuzzy Games
1.9,TreeFall Studios,T,The Letter,14,Wii U,"Adventure,3D,First-Person,Modern","TreeFallStudios, TreeFall Studios"
7.9,Bandai Namco Games,T,One Piece: Unlimited World Red,66,"Wii U,3DS,PlayStation 3,PlayStation 4,PlayStation Vita","Action,General",Ganbarion
4.8,Activision,T,Transformers: Rise of the Dark Spark,38,"Wii U,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action Adventure,Sci-Fi,General",Edge of Reality
6.6,Wales Interactive Ltd.,T,Master Reboot,64,"Wii U,PC,PlayStation 3","Miscellaneous,Puzzle,General",Wales Interactive Ltd.
6.4,Eclipse Games,E,Super Toy Cars,56,"Wii U,PC,PlayStation 4,Switch,Xbox One","Driving,Racing,Arcade,Automobile",Eclipse Games
7.3,Neko Entertainment,E10+,Wooden Sen'SeY,62,"Wii U,PC","Action,Platformer,2D",Upper Byte
8.2,PhobosLab,E,XType Plus,76,Wii U,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",PhobosLab
7.5,Over The Moon,T,The Fall,72,"Wii U,iPhone/iPad,PC,PlayStation 4,Switch,Xbox One","Action Adventure,Sci-Fi,General",Over The Moon
8,Image & Form,E10+,SteamWorld Dig,83,"Wii U,3DS,PC,PlayStation 4,PlayStation Vita,Switch,Xbox One","Action,Platformer,2D",Image & Form
6.8,Dolores Entertainment SL,E,Ice Cream Surfer,53,"Wii U,iPhone/iPad,PC,Switch","Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical,Horizontal","Dolores Entertainment SL, Dolores Entertainment"
7.1,Nnooo,E10+,Cubemen 2,63,"Wii U,iPhone/iPad,PC","Action,Strategy,Real-Time,General,Defense",3 Sprockets
7.2,Zen Studios,T,KickBeat: Special Edition,62,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Action,Miscellaneous,Rhythm,Music",Zen Studios
8.1,Rain Games,E,Teslagrad,79,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Switch,Xbox One","Action,Platformer,Platformer,2D,2D",Rain Games
9,Nintendo,M,Bayonetta 2,91,"Wii U,Switch","Action Adventure,Fantasy,Fantasy,Linear",PlatinumGames
6,Cypronia,E,Angry Bunnies: Colossal Carrot Crusade,33,Wii U,"Puzzle,Action",Cypronia
6.2,Disney Interactive Studios,E10+,Disney Infinity 2.0 Edition,73,"Wii U,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,Xbox One","Action Adventure,General,Fantasy",Avalanche Software
8.3,Nintendo,T,Hyrule Warriors,76,"Wii U,3DS","Action,Beat-'Em-Up,3D",Omega Force
8.5,Shin'en,E,Art of Balance,82,"Wii U,3DS,PlayStation 4","Puzzle,General",Shin'en
8,Mobot Studios LLC,E,Paper Monsters Recut,74,"Wii U,iPhone/iPad,PC","Action,Platformer,2D",Mobot Studios LLC
7.3,Activision,E10+,Skylanders Trap Team,86,"Wii U,3DS,iPhone/iPad,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action,Platformer,3D",Toys for Bob
8,Curve Studios,T,Lone Survivor: The Director's Cut,76,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita","Action Adventure,Horror,Survival","Curve Studios, superflat games"
8.3,Moving Player,E,Cosmophony,73,"Wii U,iPhone/iPad,PC,PlayStation 3,PlayStation 4,PlayStation Vita","Action,Shooter,Rail",Moving Player
8.8,Nintendo,M,Bayonetta,86,"Wii U,PC,PlayStation 3,Switch,Xbox 360","Action,Action Adventure,Fantasy,Beat-'Em-Up,Linear",Bee Tribe
8.5,Neko Entertainment,E,Tetrobot and Co.,77,"Wii U,iPhone/iPad,PC,PlayStation 4,Xbox One","Puzzle,Action",Swing Swing Submarine
7.3,Midnight City,E10+,Costume Quest 2,68,"Wii U,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Role-Playing,Action RPG,Japanese-Style",Double Fine Productions
4.4,Little Orbit,T,Falling Skies: The Game,39,"Wii U,PC,PlayStation 3,Xbox 360","Action,General",Little Orbit
6.6,Ubisoft,E10+,Just Dance 2015,75,"Wii U,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Action,Miscellaneous,Rhythm,Dancing",Ubisoft
8.3,Curve Digital,T,Stealth Inc 2: A Game of Clones,82,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Action,Platformer,2D",Curve Digital
7.6,TOO DX,E,Sportsball,78,Wii U,"Action,Sports,General",TOO DX
7.8,Curve Studios,E10+,The Swapper,83,"Wii U,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One","Action,Platformer,2D",Facepalm Games
6.9,Watermelon Development,T,Pier Solar and the Great Architects,62,"Wii U,PC,PlayStation 3,PlayStation 4,Xbox One","Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",Watermelon Development
