user_score,rating,title,metascore,platform,genre,developer
5.2,E,Q*bert: Rebooted,44,PS4,"Action,General,Arcade",LOOT Entertainment
6.3,M,Middle-earth: Shadow of Mordor - The Bright Lord,68,PS4,"Action Adventure,Open-World",Monolith Productions
7.2,T,Dynasty Warriors 8 Empires,63,PS4,"Action,Beat-'Em-Up,3D",Omega Force
7.7,T,Hand of Fate,79,PS4,"Role-Playing,Miscellaneous,General,Board / Card Game",Defiant Development
7.2,M,Resident Evil: Revelations 2 - Episode 1: Penal Colony,75,PS4,"Action Adventure,Survival",Capcom
7.2,M,Dead or Alive 5: Last Round,74,PS4,"Action,Fighting,3D",Team Ninja
7.8,T,Dragon Ball: Xenoverse,69,PS4,"Action,Fighting,3D",Dimps Corporation
3.4,E,Rugby 15,19,PS4,"Alternative,Sports,Team,Rugby",HB Studios Multimedia
6.1,E10+,Starwhal,78,PS4,"Action,Fighting,2D",Breakfall
6.9,,ZEN Pinball 2: Iron & Steel Pack,82,PS4,"Action,Pinball",Zen Studios
7.3,E,Scram Kitty DX,74,PS4,"Action,General",Dakko Dakko
6.7,M,The Order: 1886,63,PS4,"General,General,Action,Action Adventure,Shooter,Linear,Third-Person,Sci-Fi,Arcade","Ready at Dawn, SCE Santa Monica"
6.5,T,OlliOlli2: Welcome to Olliwood,86,PS4,"Sports,Alternative,Individual,Skateboarding,Skate / Skateboard",roll7
6.9,M,Zombie Army Trilogy,62,PS4,"Action,Shooter,Third-Person,Arcade",Rebellion
6.7,M,Resident Evil: Revelations 2 - Episode 2: Contemplation,75,PS4,"Action Adventure,Survival",Capcom
6.4,T,Shiftlings,63,PS4,"Action,Platformer,2D",Rock Pocket Games
6.7,M,White Night,67,PS4,"Action Adventure,Survival",OSome Studio
7.3,M,Sniper Elite III: Ultimate Edition,74,PS4,"Action,Shooter,Third-Person,Tactical",Rebellion
8.7,M,The Evil Within: The Assignment,80,PS4,"Action Adventure,Survival",Tango Gameworks
8.1,T,Helldivers,81,PS4,"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,Third-Person,Arcade",Arrowhead Game Studios
6.9,M,Resident Evil: Revelations 2 - Episode 3: Judgment,77,PS4,"Action Adventure,Survival",Capcom
7.4,M,Far Cry 4: Valley of the Yetis,74,PS4,"Action,Shooter,First-Person,Arcade",Ubisoft Montreal
7.7,M,Hotline Miami 2: Wrong Number,75,PS4,"General,Action,Action Adventure,General,Linear",Dennaton
6.2,T,Bladestorm: Nightmare,58,PS4,"Action,Beat-'Em-Up,3D",Omega Force
6.6,M,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,75,PS4,"Action Adventure,Survival",Capcom
7.7,M,Tales From The Borderlands: Episode 2 - Atlas Mugged,81,PS4,"Adventure,General",Telltale Games
7.4,M,DmC: Devil May Cry Definitive Edition,83,PS4,"Fantasy,Action Adventure,General,Linear","Ninja Theory, QLOC"
6.5,M,Final Fantasy Type-0 HD,72,PS4,"Role-Playing,Action RPG",HexaDrive
7.6,M,Resident Evil: Revelations 2,75,PS4,"Horror,Action Adventure,Survival",Capcom
7.7,E,Shovel Knight,90,PS4,"Action,Platformer,2D",Yacht Club Games
6.4,T,Assassin's Creed Chronicles: China,69,PS4,"Historic,Action Adventure,General,Linear","Climax Group, Climax Studios"
7.5,E10+,Jamestown+,83,PS4,"Scrolling,Action,Shooter,Shoot-'Em-Up,Vertical","Final Form Games, LLC"
5.1,M,Battlefield Hardline,73,PS4,"Modern,Action,Shooter,First-Person,Tactical,Arcade",Visceral Games
7.1,M,Game of Thrones: Episode Three - The Sword in the Darkness,70,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
6.4,M,BRAWL,62,PS4,"Action,Arcade",Bloober Team
5.2,,ZEN Pinball 2: Star Wars Rebels,88,PS4,"Action,Pinball",Zen Studios
5.6,T,Project Root,45,PS4,"Action,Shooter,Shoot-'Em-Up,Vertical",Pablo Testa
7.3,E10+,Broken Age,81,PS4,"Third-Person,3D,Adventure,Point-and-Click",Double Fine Productions
4.9,T,Arcania: The Complete Tale,42,PS4,"Western-Style,Role-Playing,General,Action RPG",Nordic Games Publishing
7.5,T,Lost Orbit,77,PS4,"Action,Platformer,2D",PixelNAUTS
7.1,T,Tropico 5,76,PS4,"Tycoon,Business / Tycoon,Strategy,Management,Government","Haemimont, Haemimont Games"
7.0,T,Omega Quintet,58,PS4,"Console-style RPG,Role-Playing,Japanese-Style",Compile Heart
6.2,E,Color Guardians,62,PS4,"Action,Platformer,3D",Fair Play Labs
4.7,E10+,ETHER One,75,PS4,"General,Adventure,3D,First-Person",White Paper Games
7.9,M,Wolfenstein: The Old Blood,76,PS4,"Action,Shooter,First-Person,Arcade",MachineGames
6.7,E,Nom Nom Galaxy,70,PS4,"Action,General",Q-Games
9.2,M,The Witcher 3: Wild Hunt,92,PS4,"Action RPG,Role-Playing,Action RPG",CD Projekt Red Studio
8.2,M,Life is Strange: Episode 3 - Chaos Theory,81,PS4,"Action Adventure,General",DONTNOD Entertainment
5.5,T,Toren,56,PS4,"Fantasy,Action Adventure,General",Swordtales
4.2,T,Destiny: House of Wolves,72,PS4,"Action,Shooter,First-Person,Arcade",Bungie
8.3,T,Final Fantasy X / X-2 HD Remaster,84,PS4,"Miscellaneous,Compilation",Virtuos
5.5,E,Farming Simulator 15,54,PS4,"Simulation,General,Virtual,Career",Giants Software
6.8,E,BADLAND: Game of the Year Edition,76,PS4,"Action,Action Adventure,Arcade,Linear",Frogmind
6.6,E,Project CARS,83,PS4,"Driving,Racing,Simulation,General,Automobile",Slightly Mad Studios
4.9,E10+,ZEN Pinball 2: Portal Pinball,83,PS4,"Action,Pinball",Zen Studios
6.0,,The Evil Within: The Executioner,59,PS4,"Action Adventure,Survival",Tango Gameworks
6.3,T,Magicka 2,72,PS4,"Fantasy,Action Adventure,General",Pieces Interactive
7.3,M,Game of Thrones: Episode Four - Sons of Winter,73,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
6.0,T,Ultra Street Fighter IV,71,PS4,"Action,Fighting,2D",Other Ocean Interactive
6.6,T,Skulls of the Shogun: Bone-a-Fide Edition,80,PS4,"Fantasy,Strategy,Turn-Based,General,Tactics",17-Bit
2.4,E,Wander,28,PS4,"Simulation,General",Wander
6.3,T,The Escapists,71,PS4,"Action,General",Mouldy Toof Studios
5.0,E10+,Super Exploding Zoo,69,PS4,"Miscellaneous,Puzzle,General",Honeyslug Ltd
7.7,M,The Elder Scrolls Online: Tamriel Unlimited,74,PS4,"First-Person,First-Person,Massively Multiplayer Online,Fantasy,Role-Playing,Massively Multiplayer",ZeniMax Media
7.4,E10+,Shantae: Risky's Revenge - Director's Cut,74,PS4,"Action,Platformer,2D",WayForward
7.1,E10+,LEGO Jurassic World,70,PS4,"Action Adventure,General",TT Games
7.7,M,Tales From The Borderlands: Episode 3 - Catch A Ride,83,PS4,"Adventure,General",Telltale Games
4.1,M,Payday 2: Crimewave Edition,71,PS4,"Action,Shooter,First-Person,General,Fantasy,Arcade",Overkill Software
4.8,E,Tour de France 2015,63,PS4,"Sports,Racing,General,Individual,Biking",Cyanide
7.6,T,Final Fantasy XIV: Heavensward,86,PS4,"Massively Multiplayer Online,Fantasy,Role-Playing,Massively Multiplayer",Square Enix
7.8,M,Batman: Arkham Knight,87,PS4,"General,Fantasy,Action Adventure,Open-World",Rocksteady Studios
8.0,M,Devil May Cry 4: Special Edition,75,PS4,"Fantasy,Action Adventure,General,Linear",Capcom
7.3,E10+,Astebreed,82,PS4,"Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",Edelweiss
7.7,T,BlazBlue: Chrono Phantasma Extend,80,PS4,"Action,Fighting,2D",Arc System Works
6.5,T,J-Stars Victory Vs+,61,PS4,"Action,Fighting,3D","Bandai Namco Games, Spike Chunsoft"
7.1,E10+,Red Goddess: Inner World,49,PS4,"Action,Platformer,2D",Yanim Studio
6.5,E,Pneuma: Breath of Life,69,PS4,"Adventure,3D,First-Person",Deco Digital
5.9,T,Whispering Willows,63,PS4,"Adventure,General",LOOT Interactive
7.3,M,Deception IV: The Nightmare Princess,69,PS4,"Strategy,General",Koei Tecmo Games
7.2,T,PlanetSide 2,78,PS4,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Tactical,Arcade","Sony Online Entertainment, Daybreak Games"
2.3,M,Prototype Biohazard Bundle,48,PS4,"Miscellaneous,Compilation",Radical Entertainment
7.5,T,Skullgirls: 2nd Encore,82,PS4,"Action,Fighting,2D",Lab Zero Games
6.6,M,Batman: Arkham Knight - A Matter of Family,61,PS4,"Action Adventure,Open-World","Rocksteady Studios, WB Games Montreal"
3.1,T,Godzilla,38,PS4,"Action,General",NATSUME ATARI Inc.
6.3,T,The Fall,79,PS4,"Action Adventure,General",Over The Moon
3.6,E,Rory McIlroy PGA Tour,61,PS4,"Traditional,Sports,Individual,Golf,Sim",EA Tiburon
8.1,M,God of War III Remastered,81,PS4,"Action Adventure,Linear",Wholesale Algorithms
6.8,M,Game of Thrones: Episode Five - A Nest of Vipers,77,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
1.5,E10+,Yasai Ninja,23,PS4,"Action Adventure,General",Recotechnology S.L.
7.8,T,Q.U.B.E. Director's Cut,76,PS4,"Puzzle,Logic",Toxic Games
7.6,M,The Vanishing of Ethan Carter,81,PS4,"Miscellaneous,General,Adventure,3D,First-Person",The Astronauts
6.9,E10+,Tembo the Badass Elephant,72,PS4,"Action Adventure,General",Game Freak
8.6,E,Rocket League,85,PS4,"Racing,Futuristic,Sports,Team,Soccer,Arcade","Psyonix, Panic Button"
6.3,E,F1 2015,65,PS4,"Racing,Simulation,Automobile",Codemasters
7.0,E10+,Phantom Breaker: Battle Grounds Overdrive,72,PS4,"Action,Beat-'Em-Up,2D",5pb
7.0,M,Onechanbara Z2: Chaos,57,PS4,"Action Adventure,Survival","Tamsoft, D3Publisher"
8.4,E,Journey,92,PS4,"Action,Platformer,3D",Tricky Pixels
6.5,E10+,Hatoful Boyfriend,72,PS4,"General,Adventure,Visual Novel","Mediatonic, Hato Moa"
7.4,E10+,King's Quest Chapter 1: A Knight to Remember,77,PS4,"Adventure,General",The Odd Gentlemen
6.0,E10+,The Swindle,73,PS4,"Action,Platformer,3D",Size Five Games
7.4,T,Sword Art Online Re: Hollow Fragment,65,PS4,"Role-Playing,General,Action RPG","Namco Bandai Games, Bandai Namco Games, Aquria"
6.0,T,Abyss Odyssey: Extended Dream Edition,65,PS4,"Action Adventure,Linear",ACE Team
7.0,E,Velocibox,62,PS4,"Action,General,Arcade",Shawn Beck
7.7,E10+,Yu-Gi-Oh! Legacy of the Duelist,75,PS4,"Strategy,Turn-Based,Card Battle",Konami
8.4,M,Life is Strange: Episode 4 - Dark Room,81,PS4,"Action Adventure,General",DONTNOD Entertainment
5.6,E10+,Legend of Kay Anniversary,62,PS4,"Action Adventure,General","Neon Studios, Kaiko"
7.1,E10+,The Castle Game,68,PS4,"Strategy,Real-Time,Defense",Neptune Interactive Inc.
4.7,E10+,Submerged,56,PS4,"Action Adventure,General",Uppercut Games
6.5,E10+,N++,82,PS4,"Platformer,2D,Action,Platformer,2D",Metanet Software Inc.
5.8,,Dragon Age: Inquisition - The Descent,63,PS4,"Role-Playing,Action RPG,Western-Style",BioWare
7.2,E10+,Galak-Z: The Dimensional,82,PS4,"General,Shooter,Scrolling,Scrolling,Action,Shooter,Shoot-'Em-Up,Vertical",17-Bit
8.2,T,Brothers: A Tale of Two Sons,81,PS4,"Action Adventure,Linear",Starbreeze
5.8,T,Goat Simulator,58,PS4,"Simulation,General",Coffee Stain Studios
7.4,,Toy Soldiers: War Chest,62,PS4,"Strategy,General",Krome Studios
6.8,E10+,Adventures of Pip,74,PS4,"Action,Platformer,2D",TicToc Games
6.9,M,Gauntlet: Slayer Edition,71,PS4,"Role-Playing,Western-Style",Arrowhead Game Studios
4.7,T,Pure Hold 'Em,73,PS4,"Miscellaneous,Gambling",VooFoo Studios
6.5,M,Everybody's Gone to the Rapture,78,PS4,"Action,General,General,Adventure,3D,First-Person",The Chinese Room
7.8,M,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,78,PS4,"Adventure,General",Telltale Games
6.0,E10+,Curses 'N Chaos,70,PS4,"Action,Beat-'Em-Up,2D","Tribute Games, Tribute Games Inc."
4.7,M,Risen 3: Titan Lords - Enhanced Edition,51,PS4,"Role-Playing,General,Action RPG",Piranha Bytes
7.3,E10+,Volume,71,PS4,"Action,Action Adventure,Platformer,Linear,3D",Mike Bithell
4.8,E,Giana Sisters: Dream Runners,37,PS4,"Action,Platformer,2D",Black Forest Games
7.3,T,Broken Sword 5: The Serpent's Curse,72,PS4,"Adventure,General",Revolution Software
5.7,M,Zombi,71,PS4,"Action,Shooter,First-Person,Arcade","Ubisoft Montpellier, Straight Right"
6.1,E10+,Hyper Void,70,PS4,"Action,Shooter,Shoot-'Em-Up,Vertical",IN|FRAMEZ TECHNOLOGY CORP.
7.2,E,Knock-knock,51,PS4,"Miscellaneous,General",Ice-Pick Lodge
6.6,E,Leo's Fortune,66,PS4,"Action,Platformer,2D",1337 & Senri LLC
4.6,E,Beyond Eyes,52,PS4,"Action Adventure,General",tiger & squid
8.1,E,Tearaway Unfolded,81,PS4,"Action Adventure,Adventure,General,Fantasy",Media Molecule
6.2,T,Destiny: The Taken King,86,PS4,"Action,Shooter,First-Person,Arcade",Bungie
7.4,T,Penarium,71,PS4,"Action,General",Self Made Miracle
5.5,E10+,NHL 16,78,PS4,"Sports,Team,Ice Hockey,Sim","EA Sports, EA Canada"
7.2,E,Pro Evolution Soccer 2016,87,PS4,"Sports,Team,Soccer,Sim",Konami
2.7,M,Afro Samurai 2: Revenge of Kuma Volume One,21,PS4,"Action,Beat-'Em-Up,2D",Versus Evil
6.9,,The Book of Unwritten Tales 2,63,PS4,"Adventure,General,Point-and-Click",KING Art
4.3,E,FIFA 16,82,PS4,"Sports,Team,Soccer,Sim",EA Sports
7.1,T,Blood Bowl 2,72,PS4,"Sports,General,Team,Football,Arcade",Cyanide
8.2,M,SOMA,79,PS4,"Horror,Horror,Action Adventure,Survival",Frictional Games
6.0,E,NBA Live 16,59,PS4,"Sports,Team,Basketball,Sim",EA Sports
7.1,E10+,LEGO Dimensions,80,PS4,"Action Adventure,General",Traveller's Tales
6.7,E10+,NBA 2K16,87,PS4,"Action,General,Sports,Team,Basketball,Sim",Visual Concepts
1.4,T,Tony Hawk's Pro Skater 5,32,PS4,"Sports,Individual,Skate / Skateboard",Robomodo
7.1,,Metal Gear Solid V: Metal Gear Online,72,PS4,"Action Adventure,Open-World",Kojima Productions
7.6,T,Transformers: Devastation,77,PS4,"Action,Beat-'Em-Up,3D",PlatinumGames
7.3,T,Saint Seiya: Soldiers' Soul,59,PS4,"Action,Fighting,3D",Dimps Corporation
8.6,T,Uncharted: The Nathan Drake Collection,86,PS4,"Miscellaneous,Action Adventure,General,Compilation",Bluepoint Games
7.4,T,Samurai Warriors 4-II,73,PS4,"Action,Beat-'Em-Up,3D",Omega Force
6.3,T,Rock Band 4,78,PS4,"Action,Rhythm,Music",Harmonix Music Systems
6.9,T,Super Meat Boy,85,PS4,"Action,Platformer,2D",Team Meat
6.1,E,WRC 5,62,PS4,"Racing,Simulation,Automobile","Kylotonn, Milestone S.r.l"
8.5,T,Disgaea 5: Alliance of Vengeance,80,PS4,"Fantasy,Strategy,Turn-Based,Tactics",Nippon Ichi Software
8.7,M,The Witcher 3: Wild Hunt - Hearts of Stone,90,PS4,"Role-Playing,Action RPG",CD Projekt Red Studio
3.5,E10+,Minecraft: Story Mode - Episode 1: The Order of the Stone,71,PS4,"Action Adventure,Adventure,General,Point-and-Click,Linear",Telltale Games
7.7,M,Wasteland 2: Director's Cut,80,PS4,"Role-Playing,Western-Style",InXile Entertainment
7.4,T,The Jackbox Party Pack 2,71,PS4,"Miscellaneous,Party / Minigame","Jackbox Games, Inc."
5.3,M,Bedlam: The Game by Christopher Brookmyre,53,PS4,"Action,Shooter,First-Person,Arcade",Standfast Interactive
7.7,T,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,77,PS4,"2D,Action,Beat-'Em-Up,3D",Omega Force
7.2,T,Grand Ages: Medieval,64,PS4,"Strategy,Real-Time,General",Gaming Minds Studios
5.9,E10+,Just Dance 2016,73,PS4,"Action,Rhythm,Dancing",Ubisoft
6.3,E10+,Kromaia Omega,68,PS4,"Action,Shooter,Rail",Kraken Empire
6.8,T,Tales of Zestiria,72,PS4,"Role-Playing,Action RPG,Japanese-Style",Bandai Namco Games
6.2,,ZEN Pinball 2: Balls of Glory,78,PS4,"Action,Pinball",Zen Studios
8.3,E10+,The Talos Principle,88,PS4,"Adventure,3D,First-Person,Sci-Fi",Croteam
8.1,M,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,90,PS4,"Adventure,General",Telltale Games
6.0,T,Primal Carnage: Extinction,46,PS4,"Action Adventure,Sci-Fi,General,Action,Shooter,First-Person,Arcade","Lukewarm Media, Circle 5, Circle 5 Studios"
6.8,M,Assassin's Creed Syndicate,76,PS4,"Historic,Action Adventure,Open-World",Ubisoft Quebec
2.6,T,Overlord: Fellowship of Evil,33,PS4,"Role-Playing,Action RPG",Codemasters
6.2,T,Guitar Hero Live,80,PS4,"Action,Rhythm,Music",FreeStyleGames
8.3,M,Life is Strange: Episode 5 - Polarized,81,PS4,"Action Adventure,General",DONTNOD Entertainment
8.6,M,Life is Strange,85,PS4,"Sci-Fi,Action Adventure,General",DONTNOD Entertainment
8.1,M,Tales from the Borderlands: A Telltale Game Series,86,PS4,"Adventure,General",Telltale Games
8.0,M,Divinity: Original Sin Enhanced Edition,88,PS4,"Role-Playing,Action RPG,Western-Style",Larian Studios
7.6,E,Driveclub Bikes,79,PS4,"Racing,Simulation,Automobile",Evolution Studios
3.7,E10+,Minecraft: Story Mode - Episode 2: Assembly Required,53,PS4,"Action Adventure,Adventure,General,Point-and-Click,Linear",Telltale Games
6.8,E,The Peanuts Movie: Snoopy's Grand Adventure,59,PS4,"Action,Action Adventure,General,Platformer,2D","Activision, Behaviour Interactive"
3.8,E,MX vs. ATV Supercross Encore,42,PS4,"Racing,General,Arcade,Automobile",Rainbow Studios
7.4,T,WWE 2K16,73,PS4,"Action,Sports,General,Individual,Combat,Wrestling",Yuke's
6.0,M,Deadpool,60,PS4,"Action,Shooter,Beat-'Em-Up,Third-Person,3D,Arcade","High Moon Studios, Iron Galaxy Studios"
6.4,T,Sword Art Online: Lost Song,63,PS4,"Role-Playing,Action RPG","Bandai Namco Games, Artdink"
6.6,M,Fallout 4,87,PS4,"General,Role-Playing,Western-Style",Bethesda Game Studios
4.8,M,Call of Duty: Black Ops III,81,PS4,"Action,Shooter,First-Person,Arcade",Treyarch
6.6,T,The Crew: Wild Run,73,PS4,"Racing,Simulation,Automobile",Ivory Tower
8.0,M,Beyond: Two Souls,72,PS4,"Adventure,3D,Third-Person",Quantic Dream
6.9,M,Game of Thrones: Episode Six - The Ice Dragon,75,PS4,"Action,General,Adventure,Point-and-Click",Telltale Games
6.5,M,Game of Thrones: A Telltale Games Series,69,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
5.1,M,The Elder Scrolls Online: Tamriel Unlimited - Orsinium,72,PS4,"Role-Playing,Massively Multiplayer",ZeniMax Media
7.1,T,Need for Speed,66,PS4,"Racing,Simulation,Automobile",Ghost Games
5.0,T,Star Wars Battlefront,73,PS4,"General,General,Action,Shooter,First-Person,Tactical",EA DICE
4.0,E10+,Minecraft: Story Mode - Episode 3: The Last Place You Look,73,PS4,"Action Adventure,Adventure,General,Point-and-Click,Linear",Telltale Games
6.4,M,Just Cause 3,73,PS4,"Sci-Fi,Action Adventure,Open-World",Avalanche Studios
5.3,M,Chivalry: Medieval Warfare,58,PS4,"Action,General","Torn Banner Studios, Hardsuit Labs"
4.7,E10+,Kung Fu Panda: Showdown of Legendary Legends,63,PS4,"Action,Action Adventure,General,Fighting,2D",Vicious Cycle
7.5,M,Tom Clancy's Rainbow Six Siege,73,PS4,"Modern,Action,Shooter,First-Person,Tactical",Ubisoft Montreal
7.8,E,Dariusburst: Chronicle Saviours,80,PS4,"Action,Shooter,Shoot-'Em-Up,Horizontal",Pyramid
9.3,M,Bloodborne: The Old Hunters,87,PS4,"Role-Playing,Action RPG",From Software
7.3,T,The Deadly Tower of Monsters,72,PS4,"General,Action Adventure,Linear",ACE Team
7.3,E,A Boy and His Blob,66,PS4,"Action,Platformer,2D",Abstraction Games
5.8,T,World of Tanks,80,PS4,"Action,Shooter,Third-Person,Tactical",Wargaming.net
7.8,M,Resident Evil 0: HD Remaster,70,PS4,"Action Adventure,Survival",Capcom
7.4,E10+,Klaus,76,PS4,"Action,Platformer,2D",La Cosa Entertainment
7.0,E10+,Croixleur Sigma,71,PS4,"Action,General,Beat-'Em-Up,3D","souvenir circ., Active Gaming Media Inc."
7.4,M,This War of Mine: The Little Ones,78,PS4,"Strategy,Real-Time,General",11 bit studios
6.6,T,Gemini: Heroes Reborn,57,PS4,"Action Adventure,Linear",Phosphor Games
6.4,E,Amazing Discoveries In Outer Space,71,PS4,"Action,General,Action Adventure,Open-World",Cosmic Picnic
7.7,E,Sebastien Loeb Rally Evo,71,PS4,"Racing,General",Milestone S.r.l
7.1,E,The Witness,87,PS4,"Miscellaneous,General,General,Puzzle,Puzzle,Adventure,3D,First-Person","Thekla, Inc"
3.2,T,Albedo: Eyes from Outer Space,55,PS4,"Action Adventure,Adventure,General,Linear",Z4g0 and Ivan Venturi Productions
6.6,T,Crypt of the NecroDancer,85,PS4,"Role-Playing,Action RPG",Brace Yourself Games
6.9,T,Nitroplus Blasterz: Heroines Infinite Duel,70,PS4,"Action,Fighting,2D","Examu, Marvelous Inc."
8.3,T,Gravity Rush Remastered,80,PS4,"Action,Action Adventure,Platformer,Open-World,3D",Bluepoint Games
7.4,T,Megadimension Neptunia VII,71,PS4,"Role-Playing,Japanese-Style","Idea Factory, Compile Heart"
5.3,,Call of Duty: Black Ops III - Awakening,74,PS4,"Action,Shooter,First-Person,Arcade",Treyarch
6.9,E10+,Lovers in a Dangerous Spacetime,82,PS4,"Action,Shooter,Shoot-'Em-Up,Horizontal",Asteroid Base
8.1,T,Digimon Story Cyber Sleuth,75,PS4,"Role-Playing,Japanese-Style,Trainer",Media Vision
6.4,M,Not a Hero,74,PS4,"General,Action,Platformer,Shooter,2D,Shoot-'Em-Up,Horizontal",roll7
8.4,M,Dying Light: The Following - Enhanced Edition,86,PS4,"Action Adventure,Survival",Techland
6.9,T,Arslan: The Warriors of Legend,69,PS4,"Action,Beat-'Em-Up,3D",Omega Force
4.3,T,Assassin's Creed Chronicles: Russia,60,PS4,"General,Action Adventure,Linear","Ubisoft, Climax Studios"
8.0,M,Dying Light: The Following,78,PS4,"Action Adventure,Survival",Techland
6.1,E,Rugby Challenge 3,64,PS4,"Sports,Team,Rugby",Wicked Witch Software
6.7,M,Firewatch,76,PS4,"Adventure,3D,First-Person",Campo Santo
8.3,E,Unravel,78,PS4,"Action,Platformer,2D",Coldwood Interactive
6.6,T,The Escapists: The Walking Dead,63,PS4,"Action,General",Team 17
6.4,E10+,TRON RUN/r,64,PS4,"Action,Platformer,3D",Sanzaru Games
7.6,M,Layers of Fear,75,PS4,"Adventure,3D,First-Person",Bloober Team
3.6,T,Mitsurugi Kamui Hikae,58,PS4,"Action,Beat-'Em-Up,3D",Zenith Blue
5.6,E,Toki Tori 2 +,78,PS4,"Puzzle,Action",Two Tribes
2.8,T,Pixel Piracy,50,PS4,"Strategy,Real-Time,General",Abstraction Games
5.4,E10+,Rainbow Moon,70,PS4,"Strategy,Turn-Based,Tactics",SideQuest Studios
3.6,T,Street Fighter V,77,PS4,"Action,Fighting,2D",Capcom
5.4,E10+,Ninja Senki DX,64,PS4,"Action,Platformer,2D",Jonathan Lavigne
6.4,M,Far Cry Primal,76,PS4,"Action,Shooter,First-Person,Arcade",Ubisoft Montreal
8.1,T,Naruto Shippuden: Ultimate Ninja Storm 4,79,PS4,"Action,Fighting,3D",CyberConnect2
7.1,M,The Walking Dead: Michonne - Episode 1: In Too Deep,70,PS4,"Adventure,3D,Third-Person",Skybound LLC
6.5,E10+,Hitman GO: Definitive Edition,77,PS4,"Strategy,Turn-Based,General",Square Enix Montreal
5.0,T,Gunscape,61,PS4,"Action,Shooter,First-Person,Arcade",Blowfish Studios
7.6,E10+,Plants vs Zombies: Garden Warfare 2,81,PS4,"General,Action,Shooter,Third-Person,Tactical",PopCap
7.1,T,The Witch and the Hundred Knight: Revival Edition,63,PS4,"Role-Playing,Action RPG",Nippon Ichi Software
6.5,E10+,Ironcast,70,PS4,"Puzzle,Matching",Dreadbit
6.4,T,Agatha Christie's The ABC Murders,67,PS4,"Adventure,3D,Third-Person",Microids
7.7,M,Mortal Kombat XL,85,PS4,"Action,Fighting,2D",NetherRealm Studios
3.7,M,Alekhine's Gun,36,PS4,"Action Adventure,General","Maximum Games, Bigmoon Studios"
5.3,E10+,Screencheat,69,PS4,"Action,Shooter,First-Person,Tactical,Arcade",Samurai Punk
8.3,,Heavy Rain & Beyond: Two Souls Collection,78,PS4,"Miscellaneous,Compilation",Quantic Dream
4.7,E,Action Henk,73,PS4,"Action,Platformer,2D,3D",RageSquid
8.0,M,Heavy Rain,78,PS4,"Adventure,3D,Third-Person","Quantic Dream, Virtuos"
3.8,E,"Don't Die, Mr. Robot!",71,PS4,"Action,General",Infinite State Games
5.9,T,Kholat,64,PS4,"Adventure,3D,First-Person",IMGN.PRO
7.0,T,Aegis of Earth: Protonovus Assault,57,PS4,"Strategy,Real-Time,Defense",Acquire
7.4,E,Casey Powell Lacrosse 16,69,PS4,"Sports,Team,Other",Crosse Studios
6.6,E10+,Assault Android Cactus,85,PS4,"General,Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down",Witch Beam
6.0,T,Sheltered,70,PS4,"Strategy,Real-Time,Defense",Unicube
7.0,T,Samurai Warriors 4 Empires,71,PS4,"Action,Beat-'Em-Up,3D",Omega Force
7.0,M,Tom Clancy's The Division,80,PS4,"Shooter,Modern,Modern,Action,Shooter,Third-Person,Arcade",Massive Entertainment
7.0,,Just Cause 3: Sky Fortress,72,PS4,"Action Adventure,Open-World",Avalanche Studios
5.2,,Hitman - Intro Pack,77,PS4,"Action Adventure,General",Io Interactive
5.3,E,Catlateral Damage,57,PS4,"Action,Platformer,3D",Manekoware
7.6,T,Joe Dever's Lone Wolf Console Edition,79,PS4,"Action,Adventure,General",Forge Reply
5.0,T,101 Ways to Die,60,PS4,"Action,Platformer,2D",4 Door Lemon
7.3,T,Day of the Tentacle Remastered,84,PS4,"Adventure,Point-and-Click",Double Fine Productions
6.0,M,Republique,72,PS4,"Action Adventure,Linear","Camouflaj, LLC"
8.2,M,Salt and Sanctuary,84,PS4,"Action,Platformer,2D",Ska Studios
6.3,M,Fallout 4: Automatron,69,PS4,"Role-Playing,Western-Style",Bethesda Game Studios
7.7,,Dead or Alive Xtreme 3: Fortune,43,PS4,"Sports,Volleyball,Team",Team Ninja
6.6,T,Unepic,66,PS4,"Action,Platformer,2D",A Crowd of Monsters
7.6,E,Trackmania Turbo,81,PS4,"Racing,Arcade,Automobile",Nadeo
4.5,,The Elder Scrolls Online: Tamriel Unlimited - Thieves Guild,75,PS4,"Role-Playing,Massively Multiplayer",ZeniMax Media
6.5,M,Resident Evil 6,60,PS4,"Action Adventure,Survival",Capcom
3.0,E,R.B.I. Baseball 16,52,PS4,"Sports,Team,Baseball,Arcade",MLB AM
7.2,T,SMITE,79,PS4,"Strategy,Real-Time,MOBA",Hi-Rez Studios
