user_score,rating,title,metascore,platform,genre,developer
7.8,T,The Banner Saga,79,PS4,"Role-Playing,General,Strategy,Turn-Based,Tactics",Stoic
6.1,M,Tharsis,65,PS4,"Miscellaneous,Board / Card Game",Choice Provisions
4.0,T,Assassin's Creed Chronicles: India,63,PS4,"General,Action Adventure,Linear","Ubisoft, Climax Studios"
4.0,E10+,Stardust Vanguards,63,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Zanrai Interactive
6.1,T,Attractio,58,PS4,"Puzzle,Action,General",GameCoder Studios
6.0,E,Tachyon Project,71,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Eclipse Games
5.5,E,The Bit.Trip,80,PS4,"Miscellaneous,Compilation",Choice Provisions
7.3,M,Darksiders II: Deathinitive Edition,72,PS4,"Action Adventure,Open-World",Gunfire Games
7.0,E,RIDE,66,PS4,"Racing,Simulation,General,Automobile",Milestone S.r.l
3.8,E10+,Skylanders SuperChargers,81,PS4,"Action,Platformer,3D",Vicarious Visions
3.4,E,PONCHO,63,PS4,"Action,Platformer,2D",Delve Interactive
7.4,M,Dishonored: Definitive Edition,80,PS4,"Action Adventure,General",Arkane Studios
7.1,T,Calvino Noir,44,PS4,"Action Adventure,General",Calvino Noir Ltd.
5.2,E10+,Back to Bed,62,PS4,"Action,General","Bedtime Digital Games, LOOT Interactive"
4.9,E10+,I Am Bread,51,PS4,"Miscellaneous,General","Just Add Water, Bossa Studios"
8.3,M,Until Dawn,79,PS4,"Action Adventure,Horror,Survival,Adventure,3D,Third-Person",SuperMassive Games
5.1,E,NOVA-111,73,PS4,"Sci-Fi,Strategy,Turn-Based,General",Funktronic Labs
6.1,E10+,Disney Infinity 3.0 Edition,80,PS4,"Action Adventure,General",Avalanche Software
5.6,E,Xeodrifter,77,PS4,"Action,Platformer,2D",Renegade Kid
7.8,T,Nobunaga's Ambition: Sphere of Influence,80,PS4,"Strategy,Turn-Based,General",Koei Tecmo Games
7.3,E10+,Armello,74,PS4,"Miscellaneous,Board / Card Game",League of Geeks
7.7,T,One Piece: Pirate Warriors 3,74,PS4,"Action,Beat-'Em-Up,3D",Omega Force
6.2,E,Mega Man Legacy Collection,77,PS4,"Miscellaneous,Compilation",Digital Eclipse
5.9,E,Madden NFL 16,83,PS4,"Sports,Team,Football,Sim",EA Sports
7.8,M,Mad Max,69,PS4,"General,Action,Action Adventure,General,Open-World",Avalanche Studios
2.1,E,Rugby World Cup 2015,25,PS4,"Sports,Team,Rugby",HB Studios Multimedia
6.0,E,Grow Home,74,PS4,"Action Adventure,Sandbox,Open-World",Ubisoft Reflections
8.2,M,Metal Gear Solid V: The Phantom Pain,93,PS4,"Modern,Action Adventure,Modern,Open-World","Kojima Productions, Moby Dick Studio"
8.9,M,Bloodborne,92,PS4,"Fantasy,Role-Playing,Action Adventure,General,Action RPG",From Software
6.6,T,Super Time Force Ultra,82,PS4,"Shooter,Shoot-'Em-Up,Vertical,Action,Platformer,2D",Capy Games
7.2,T,Zombie Vikings,64,PS4,"Action,Beat-'Em-Up,2D",Zoink!
7.9,M,Borderlands: The Handsome Collection,82,PS4,"Miscellaneous,Compilation","Gearbox Software, Iron Galaxy Studios"
7.5,T,Toukiden: Kiwami,74,PS4,"Action,General",Koei Tecmo Games
7.4,E10+,Paperbound,69,PS4,"Action,Fighting,2D",Dissident Logic
8.3,M,Life is Strange: Episode 2 - Out of Time,78,PS4,"Action Adventure,General",DONTNOD Entertainment
6.6,T,Rack N Ruin,59,PS4,"Fantasy,Action,Action Adventure,General,Open-World",LifeSpark Entertainment
7.8,E,MLB 15: The Show,80,PS4,"Traditional,Sports,Team,Baseball,Sim",SCEA San Diego Studios
8.0,E10+,Axiom Verge,84,PS4,"Sci-Fi,Action Adventure,General",Tom Happ
7.0,T,Stealth Inc 2: A Game of Clones,74,PS4,"Action,Platformer,2D",Curve Digital
6.4,E10+,Krinkle Krusher,50,PS4,"Action,Strategy,Real-Time,General,Defense",Ilusis Interactive Graphics
7.8,E10+,Bastion,89,PS4,"Role-Playing,Action RPG",Supergiant Games
1.9,E,Aaru's Awakening,59,PS4,"Action,Platformer,2D",Lumenox ehf
6.1,E,WE ARE DOOMED,61,PS4,"Action,Shooter,Shoot-'Em-Up,Horizontal",Vertex Pop
8.0,T,Dark Souls II: Scholar of the First Sin,87,PS4,"Role-Playing,Action RPG",From Software
6.1,E10+,Tower of Guns,69,PS4,"Sci-Fi,Action,Shooter,First-Person,Arcade",Terrible Posture Games
6.7,E,Teslagrad,78,PS4,"Action,Platformer,2D",Rain Games
5.5,T,Infinity Runner,45,PS4,"Action,General",Wales Interactive Ltd.
7.2,T,Ziggurat,80,PS4,"Action,Shooter,First-Person,Arcade",Milkstone Studios
8.0,,The Evil Within: The Consequence,75,PS4,"Action Adventure,Survival",Tango Gameworks
6.7,T,Titan Souls,73,PS4,"Action,General",Acid Nerve
7.2,E,Minutes,76,PS4,"Action,General",Red Phantom Games
6.9,T,Slender: The Arrival,60,PS4,"Adventure,3D,First-Person",Blue Isle Studios
8.1,M,Metro Redux,83,PS4,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",4A Games
7.8,M,Mortal Kombat X,83,PS4,"Action,Fighting,2D,3D","Warner Bros. Interactive Entertainment, NetherRealm Studios"
6.5,T,Warriors Orochi 3 Ultimate,77,PS4,"Action,Beat-'Em-Up,3D",Omega Force
6.9,E10+,Velocity 2X,86,PS4,"Action,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical",FuturLab
6.2,E,MXGP: The Official Motocross Videogame,66,PS4,"Driving,Racing,Arcade,Motorcycle,Other,Motocross",Milestone S.r.l
6.1,E,Madden NFL 15,81,PS4,"Sports,Traditional,Team,Football,Sim",EA Sports
6.5,E10+,Minecraft: PlayStation 4 Edition,89,PS4,"Action Adventure,Adventure,3D,Sandbox,First-Person,Fantasy,Fantasy","4J Studios, Mojang AB"
3.7,E10+,NHL 15,60,PS4,"Sports,Traditional,Team,Ice Hockey,Sim",EA Sports
6.5,T,Anomaly 2,74,PS4,"Strategy,Real-Time,Sci-Fi,General",11 bit studios
3.8,T,KickBeat: Special Edition,60,PS4,"Action,Miscellaneous,Rhythm,Music",Zen Studios
1.6,T,Air Conflicts: Vietnam Ultimate Edition,30,PS4,"Action,Simulation,Flight,Combat","bitComposer Entertainment AG, bitComposer"
4.5,T,Flockers,61,PS4,"Puzzle,Action",Team 17
5.8,T,CastleStorm: Definitive Edition,74,PS4,"Strategy,General",Zen Studios
6.1,T,Destiny,76,PS4,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade","Bungie Software, Bungie"
5.6,E,FIFA 15,82,PS4,"Sports,Traditional,Team,Soccer,Sim",EA Sports
7.2,E10+,DG2: Defense Grid 2,77,PS4,"Strategy,Real-Time,General,Defense",Hidden Path Entertainment
7.1,E,Chariot,76,PS4,"Action,Platformer,2D",Frima Studio
5.6,E,Futuridium EP Deluxe,73,PS4,"Action,Shooter,Rail",MixedBag Srl
7.3,M,Watch Dogs: Bad Blood,76,PS4,"Action Adventure,General,Modern,Open-World",Ubisoft Montreal
5.9,M,Natural Doctrine,53,PS4,"Strategy,Turn-Based,General,Fantasy,Tactics",Kadokawa
7.6,E10+,Dust: An Elysian Tail,79,PS4,"Role-Playing,Action RPG",Humble Hearts
5.8,E10+,Disney Infinity 2.0 Edition,71,PS4,"Action Adventure,General,Fantasy",Avalanche Software
7.3,T,Pier Solar and the Great Architects,69,PS4,"Role-Playing,Console-style RPG,Japanese-Style",Watermelon Development
7.4,M,Sherlock Holmes: Crimes & Punishments,73,PS4,"Adventure,General",Frogwares
5.5,E10+,Skylanders Trap Team,78,PS4,"Action,Platformer,3D",Toys for Bob
6.4,M,Styx: Master of Shadows,70,PS4,"Sci-Fi,Action Adventure,General",Cyanide
6.0,E10+,Worms Battlegrounds,62,PS4,"Strategy,Turn-Based,Wargame,Artillery",Team 17
3.2,E,That Trivia Game,37,PS4,"Miscellaneous,Trivia / Game Show",The Game Room
7.2,T,Injustice: Gods Among Us - Ultimate Edition,80,PS4,"Action,Fighting,Fighting,2D,2D",NetherRealm Studios
8.1,M,Middle-earth: Shadow of Mordor,84,PS4,"Fantasy,Action Adventure,Fantasy,Open-World",Monolith Productions
6.3,E,FIFA 14,87,PS4,"Sports,Traditional,Team,Soccer,Sim,Sim",EA Canada
7.9,M,Assassin's Creed IV: Black Flag,83,PS4,"Action Adventure,Historic,Historic,Open-World",Ubisoft
7.0,M,Warframe,64,PS4,"Action,General,General,Shooter,Third-Person,Arcade",Digital Extremes
5.2,E,Madden NFL 25,74,PS4,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",EA Sports
5.6,E10+,Just Dance 2014,75,PS4,"Action,Miscellaneous,Rhythm,Dancing,Dancing",Ubisoft
6.5,E,NBA 2K14,85,PS4,"Sports,Traditional,Team,Basketball,Sim,Sim",Visual Concepts
7.7,E10+,Trine 2: Complete Story,84,PS4,"Platformer,2D,Action,Platformer,2D","Frozenbyte, Inc."
7.8,E10+,Resogun,84,PS4,"Shooter,Scrolling,Action,Shooter,Scrolling,Shoot-'Em-Up,Horizontal","Housemarque, XDEV"
2.1,E,Angry Birds Star Wars,47,PS4,"Strategy,Puzzle,Action,General,General",Exient Entertainment
7.3,E,flower,91,PS4,"General,Miscellaneous,General",Bluepoint Games
7.0,M,Battlefield 4,85,PS4,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",EA DICE
7.0,E,Sound Shapes,84,PS4,"Action,Miscellaneous,Rhythm,Music Maker,Music Maker,Music",SCEA
6.7,E10+,Super Motherload,65,PS4,"General,Puzzle,Miscellaneous,Puzzle,Action",XGenStudios
6.2,E10+,Need for Speed: Rivals,80,PS4,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Ghost Games
6.5,T,DC Universe Online,75,PS4,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",WBIE
5.2,E10+,Skylanders Swap Force,79,PS4,"Action,Platformer,Platformer,3D,3D",Vicarious Visions
6.5,E10+,Knack,54,PS4,"Action,General,General",SCE Japan Studio
7.7,E10+,LEGO Marvel Super Heroes,83,PS4,"Action Adventure,Fantasy,General,Fantasy",TT Games
6.2,T,Blacklight: Retribution,58,PS4,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Zombie Studios
6.4,T,Contrast,59,PS4,"Platformer,3D,Miscellaneous,Puzzle,Action,Puzzle,Action",Compulsion Games
6.9,M,Killzone: Shadow Fall,73,PS4,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade",Guerrilla
3.7,M,Call of Duty: Ghosts,78,PS4,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Infinity Ward
2.6,E,NBA Live 14,43,PS4,"Arcade,Sports,Traditional,Team,Basketball,Arcade",EA Sports
6.7,T,Escape Plan,73,PS4,"Miscellaneous,Puzzle,Action,General,Puzzle,General",Fun Bits
6.6,E,flOw,71,PS4,"Miscellaneous,General,General",SuperVillain Studios
6.8,E10+,Tiny Brains,64,PS4,"Action,Puzzle,Miscellaneous,Puzzle,Action",Spearhead Games
6.3,E10+,Doki-Doki Universe,71,PS4,"General,Miscellaneous,General","SCEA, Humanature Studios"
6.5,M,Assassin's Creed IV: Black Flag - Freedom Cry,71,PS4,"Action Adventure,Historic,Open-World",Ubisoft Montreal
6.8,E10+,The Pinball Arcade,82,PS4,"Action,Miscellaneous,Parlor,Pinball,Pinball",Farsight Studios
6.9,E10+,ZEN Pinball 2,82,PS4,"Action,Miscellaneous,Parlor,Pinball",Zen Studios
8.6,E10+,Rayman Legends,90,PS4,"Platformer,2D,Action,Platformer,2D",Ubisoft Montpellier
8.1,M,Tomb Raider: Definitive Edition,85,PS4,"Modern,Action Adventure,General,Modern,Linear","Crystal Dynamics, Nixxes Software"
7.1,T,Don't Starve: Console Edition,78,PS4,"Action Adventure,Fantasy,General,Fantasy,Sandbox",Klei Entertainment
7.1,E10+,The LEGO Movie Videogame,71,PS4,"Fantasy,Action Adventure,General,Fantasy",TT Games
7.8,M,Outlast,78,PS4,"Horror,Action Adventure,Horror,Survival",Red Barrels
6.2,M,Thief,67,PS4,"Fantasy,Action Adventure,General,Fantasy",Eidos Montreal
7.1,E10+,Strider,77,PS4,"Fantasy,Action Adventure,General,Fantasy",Double Helix Games
2.8,T,Basement Crawl,27,PS4,"Action,General,General",Bloober Team
7.0,T,Awesomenauts Assemble!,74,PS4,"Strategy,Real-Time,MOBA","Abstraction Games, Ronimo Games"
3.0,E10+,Putty Squad,38,PS4,"Action,Platformer,Platformer,2D,2D",System 3
5.8,T,Mercenary Kings,70,PS4,"Action,General,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",Tribute Games
7.0,E10+,TowerFall Ascension,87,PS4,"Action,General",Matt Thorson
7.4,E10+,SteamWorld Dig,82,PS4,"Action,Platformer,2D",Image & Form
6.3,E,Fez,90,PS4,"Action,Platformer,Platformer,2D,2D",Polytron Corp.
7.3,T,Dynasty Warriors 8: Xtreme Legends Complete Edition,69,PS4,"Action,Miscellaneous,Beat-'Em-Up,Compilation,3D",Omega Force
4.6,E10+,King Oddball,64,PS4,"Miscellaneous,Puzzle,Action","10tons Ltd, 10tons"
6.3,M,Metal Gear Solid V: Ground Zeroes,75,PS4,"Action Adventure,General,Modern,Open-World",Kojima Productions
6.7,T,Final Fantasy XIV Online: A Realm Reborn,86,PS4,"Fantasy,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",Square Enix
8.0,T,inFamous: Second Son,80,PS4,"Sci-Fi,Action Adventure,Sci-Fi,Open-World",Sucker Punch
5.3,E10+,Star Wars Pinball: Heroes Within,80,PS4,"Action,Miscellaneous,Parlor,Pinball",Zen Studios
6.6,E10+,LEGO The Hobbit,72,PS4,"Historic,Action Adventure,General,Fantasy",TT Games
6.4,T,Strike Suit Zero: Director's Cut,68,PS4,"Action,Simulation,Flight,Combat",Born Ready Games
6.8,E10+,Octodad: Dadliest Catch,69,PS4,"Modern,Adventure,3D,Third-Person,Modern",Kevin Zuhn
6.1,T,Cel Damage HD,58,PS4,"Simulation,Driving,Racing,Vehicle,Kart,Combat",Finish Line Games
8.0,E10+,Child of Light,82,PS4,"Action,General,General,Role-Playing,General",Ubisoft Montreal
6.3,E10+,Sportsfriends,82,PS4,"Sports,Miscellaneous,General,Party,Party / Minigame",Die Gute Fabrik
7.2,E10+,Trials Fusion,79,PS4,"Driving,Racing,Arcade,Motorcycle,Automobile,Street,Street",RedLynx
6.2,E,Titan Attacks!,74,PS4,"Action,Platformer,Shooter,2D,Static,Shoot-'Em-Up,Top-Down,Vertical",Puppy Games
5.9,M,Bound by Flame,53,PS4,"Role-Playing,Action RPG",Spiders
5.3,T,The Amazing Spider-Man 2,49,PS4,"Action,Action Adventure,General,General,Open-World",Beenox
6.7,T,Stick it to the Man!,75,PS4,"Action,Platformer,3D",Zoink!
6.4,M,Watch Dogs,80,PS4,"Modern,Action Adventure,General,Modern,Open-World",Ubisoft Montreal
7.7,E,MLB 14: The Show,83,PS4,"Sports,Traditional,Team,Baseball,Sim,Sim",SCEA San Diego Studios
4.6,M,Daylight,48,PS4,"Horror,Action Adventure,Horror,Survival",Zombie Studios
5.7,E,Sparkle 2,66,PS4,"Action,Puzzle,General,Matching","10tons Ltd, 10tons"
7.2,E,PixelJunk Shooter Ultimate,82,PS4,"Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical",Double Eleven
8.1,M,Wolfenstein: The New Order,79,PS4,"General,Shooter,Historic,Action,Shooter,First-Person,Historic,Arcade",MachineGames
8.2,T,Transistor,83,PS4,"Role-Playing,Action RPG,Action RPG",Supergiant Games
6.9,M,Murdered: Soul Suspect,59,PS4,"Action,Action Adventure,General,Horror,Survival",Airtight Games
6.6,T,1001 Spikes,78,PS4,"Action,Platformer,Platformer,2D,2D",Nicalis
6.0,M,Blue Estate,49,PS4,"Action,Shooter,Light Gun,Rail",HeSaw
6.9,M,Killzone: Shadow Fall - Intercept,72,PS4,"Action,Shooter,First-Person,Sci-Fi,Arcade",Guerrilla
6.0,T,War Thunder,76,PS4,"Action,Simulation,General,Flight,Vehicle,Combat",Gaijin Entertainment
6.1,T,EA Sports UFC,70,PS4,"General,Sports,General,Individual,Combat,Boxing / Martial Arts",EA Sports
8.3,T,Valiant Hearts: The Great War,77,PS4,"Platformer,2D,Action,Platformer,2D",Ubisoft Montpellier
4.3,T,Transformers: Rise of the Dark Spark,43,PS4,"Action Adventure,Sci-Fi,General",Edge of Reality
7.7,E10+,Guacamelee! Super Turbo Championship Edition,87,PS4,"Action,Platformer,2D",DrinkBox Studios
6.6,E,Entwined,59,PS4,"Action,General,Arcade",Pixel Opus
7.4,E10+,Resogun: Heroes,86,PS4,"Action,Shooter,Scrolling,Shoot-'Em-Up,Horizontal",Housemarque
5.9,T,Another World: 20th Anniversary Edition,53,PS4,"Action,Adventure,General,Platformer,2D",The Digital Lounge
7.0,M,Sniper Elite III,67,PS4,"Shooter,Historic,Action,Shooter,Third-Person,Tactical,Historic",Rebellion
6.2,T,Crimsonland,64,PS4,"Action,Shooter,Scrolling,Shoot-'Em-Up,Top-Down,Vertical","10tons Entertainment, 10tons"
5.3,E,Tour de France 2014,53,PS4,"Sports,Alternative,Individual,Biking",Cyanide
7.8,T,Oddworld: Abe's Oddysee - New 'n' Tasty,84,PS4,"Platformer,2D,Action,Platformer,2D",Just Add Water
7.1,E,Pure Pool,75,PS4,"Alternative,Other,Sports,Miscellaneous,Parlor,Individual,Billiards",VooFoo Studios
5.1,T,Surgeon Simulator: Anniversary Edition,56,PS4,"Simulation,General,Virtual,Career",Bossa Studios
5.6,E,MouseCraft,72,PS4,"Miscellaneous,Puzzle,Action,General",Crunching Koalas
7.7,E10+,Rogue Legacy,85,PS4,"Action,Platformer,Platformer,2D,2D",Cellar Door Games
5.6,E,Road Not Taken,70,PS4,"Miscellaneous,General,Puzzle,Puzzle,General",Spry Fox
6.0,E10+,The Last Tinker: City of Colors,66,PS4,"Action,Platformer,3D",LOOT Entertainment
9.1,M,The Last of Us Remastered,95,PS4,"Action Adventure,General,Modern",Naughty Dog
7.7,E10+,The Swapper,83,PS4,"Action,Platformer,2D",Facepalm Games
6.3,E10+,Hohokum,75,PS4,"General,Adventure,General",Honeyslug Ltd
7.5,E10+,Plants vs Zombies: Garden Warfare,75,PS4,"Action,General,Shooter,Third-Person,Tactical",PopCap
7.4,T,inFamous: First Light,73,PS4,"Action Adventure,Sci-Fi,Open-World",Sucker Punch
6.4,E,The Golf Club,66,PS4,"Traditional,Sports,Individual,Golf,Sim",HB Studios Multimedia
6.7,T,CounterSpy,67,PS4,"Action,General",Dynamighty
6.9,E,NBA 2K15,83,PS4,"Sports,Traditional,Team,Basketball,Sim",Visual Concepts
6.0,E10+,ZEN Pinball 2: The Walking Dead,83,PS4,"Action,Miscellaneous,Parlor,Pinball",Zen Studios
8.0,M,Diablo III: Ultimate Evil Edition,90,PS4,"Action RPG,Role-Playing,Action RPG",Blizzard Entertainment
6.0,E,Pix the Cat,80,PS4,"Action,General,Arcade",Pasta Games
6.2,E,Driveclub,71,PS4,"GT / Street,Driving,Racing,Simulation,GT / Street,Automobile",Evolution Studios
4.4,E,In Space We Brawl,54,PS4,"Action,General",Forge Reply
6.0,E10+,ZEN Pinball 2: South Park: Super-Sweet Pinball,84,PS4,"Action,Miscellaneous,Parlor,Pinball",Zen Studios
7.4,M,Sleeping Dogs: Definitive Edition,77,PS4,"Action Adventure,Modern,Open-World",United Front Games
8.2,M,Alien: Isolation,79,PS4,"Action Adventure,Sci-Fi,General,Survival",Creative Assembly
7.3,E,Peggle 2,72,PS4,"Miscellaneous,Puzzle,Action,General",PopCap
7.7,T,Samurai Warriors 4,76,PS4,"Action,Beat-'Em-Up,3D",Omega Force
4.4,E,Fluster Cluck,37,PS4,"Action,General",LOOT Entertainment
7.5,M,The Evil Within,75,PS4,"Horror,Action Adventure,Horror,Survival",Tango Gameworks
6.6,T,The Legend of Korra,54,PS4,"Action Adventure,General,Fantasy",PlatinumGames
7.9,M,The Walking Dead: Season Two - A Telltale Games Series,81,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
7.5,M,Shadow Warrior,70,PS4,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",Flying Wild Hog
5.7,E10+,Just Dance 2015,72,PS4,"Action,Miscellaneous,Rhythm,Dancing",Ubisoft
6.8,E10+,Costume Quest 2,74,PS4,"Role-Playing,Action RPG,Japanese-Style",Double Fine Productions
4.1,,SingStar: Ultimate Party,47,PS4,"Miscellaneous,Rhythm,Music",SCEE
6.0,E,Race the Sun,76,PS4,"Action,Racing,General,Arcade,Futuristic",Flippfly
5.7,M,Call of Duty: Advanced Warfare,83,PS4,"Action,Shooter,First-Person,Modern,Arcade",Sledgehammer Games
6.6,T,#KILLALLZOMBIES,63,PS4,"Action,Shooter,Third-Person,Shoot-'Em-Up,Sci-Fi,Top-Down",Beatshapers
8.4,M,The Wolf Among Us,83,PS4,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",Telltale Games
7.4,E10+,The Unfinished Swan,83,PS4,"Action,Adventure,General,3D,First-Person",Armature Studio
6.5,M,Lords of the Fallen,68,PS4,"Action RPG,Role-Playing,Action RPG","City Interactive, Deck 13"
7.7,M,The Binding of Isaac: Rebirth,88,PS4,"Horror,Action,Action Adventure,Shooter,Survival,Shoot-'Em-Up,Top-Down",Nicalis
6.3,M,How to Survive: Storm Warning Edition,65,PS4,"Action Adventure,Horror,Survival",EKO Software
5.6,E,NBA Live 15,59,PS4,"Sports,Traditional,Team,Basketball,Arcade",EA Sports
6.0,E,Nano Assault NEO-X,66,PS4,"Action,Shooter,Scrolling,Shoot-'Em-Up,Top-Down",Shin'en
7.5,T,Rocksmith 2014 Edition,82,PS4,"Action,Miscellaneous,Rhythm,Music",Ubisoft
7.5,T,Terraria,83,PS4,"Action,Action Adventure,Platformer,Sandbox,2D",Engine Software
5.0,M,Assassin's Creed Unity,70,PS4,"Action Adventure,Historic,Open-World","Ubisoft, Ubisoft Montreal"
6.4,E,MotoGP 14,73,PS4,"Driving,Racing,Simulation,Motorcycle,Automobile,Street",Milestone S.r.l
7.1,E,Pro Evolution Soccer 2015,82,PS4,"Action,General,Sports,Traditional,Team,Soccer,Sim",Konami
7.7,M,Far Cry 4,85,PS4,"Action,Shooter,First-Person,Modern,Arcade",Ubisoft Montreal
7.2,E,LittleBigPlanet 3,79,PS4,"Action,Platformer,2D",Sumo Digital
7.0,T,Rollers of the Realm,75,PS4,"Action,Miscellaneous,Parlor,Pinball",Phantom Compass
7.0,E10+,LEGO Batman 3: Beyond Gotham,73,PS4,"Action Adventure,General,Modern",TT Games
7.4,M,Dragon Age: Inquisition,89,PS4,"General,Role-Playing,General,Action RPG,Western-Style",BioWare
8.3,M,Grand Theft Auto V,97,PS4,"Action Adventure,Modern,Open-World",Rockstar North
5.2,T,WWE 2K15,62,PS4,"Action,Sports,Fighting,Individual,Combat,Wrestling",Yuke's
5.0,T,Tiny Troopers: Joint Ops,65,PS4,"Action,General,Shooter,Shoot-'Em-Up,Top-Down","Kukouri Mobile Entertainment, Plunge Interactive"
6.8,M,Akiba's Trip: Undead & Undressed,57,PS4,"Action Adventure,Adventure,General,Open-World",Acquire
6.5,E10+,Never Alone,73,PS4,"Action,Platformer,2D",Upper One Games
6.4,E10+,Aqua Kitty: Milk Mine Defender DX,74,PS4,"Action,General",Tikipod Limited
6.8,E10+,Rock Boshers DX: Director's Cut,74,PS4,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",Tikipod Limited
7.5,E,Geometry Wars 3: Dimensions,85,PS4,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",Lucid Games
8.0,M,Tales From The Borderlands: Episode 1 - Zer0 Sum,80,PS4,"Miscellaneous,General,Adventure,General",Telltale Games
7.4,M,Game of Thrones: Episode One - Iron From Ice,77,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
7.6,E,Giana Sisters: Twisted Dreams - Director's Cut,80,PS4,"Action,Platformer,2D",Black Forest Games
5.3,T,The Crew,61,PS4,"GT / Street,Driving,Racing,Simulation,GT / Street,Automobile","Ubisoft Reflections, Ivory Tower"
7.3,E,Super Mega Baseball,85,PS4,"Traditional,Sports,Team,Baseball,Arcade",Metalhead Software
4.9,T,Tennis in the Face,68,PS4,"Puzzle,Action,General","10tons Ltd, 10tons"
3.0,T,Destiny: The Dark Below,63,PS4,"Sci-Fi,Action,Shooter,First-Person,Arcade",Bungie
6.7,T,Lara Croft and the Temple of Osiris,74,PS4,"Action,Action Adventure,Platformer,Linear,2D",Nixxes Software
6.6,T,Secret Ponchos,64,PS4,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Switchblade Monkeys
6.1,M,Middle-earth: Shadow of Mordor - Lord of the Hunt,61,PS4,"Action Adventure,Fantasy,Open-World",Monolith Productions
8.0,T,Guilty Gear Xrd -SIGN-,84,PS4,"Action,Fighting,2D",Arc System Works
5.3,E10+,Switch Galaxy Ultra,70,PS4,"Action,Flight,Flight,Arcade",Atomicom
5.9,M,Loadout,59,PS4,"Action,Shooter,Third-Person,Modern,Arcade",Edge of Reality
2.1,E,Motorcycle Club,26,PS4,"Driving,Racing,Simulation,Arcade,Motorcycle,Automobile,Street",Bigben Interactive
3.6,E,Tetris Ultimate,63,PS4,"Miscellaneous,Puzzle,Stacking","Ubisoft, Ubisoft San Francisco"
5.2,E,Splice,74,PS4,"Puzzle,General",Cipher Prime Studios
7.3,M,Saints Row IV: Re-Elected,75,PS4,"Action Adventure,Modern,Open-World",Volition Inc.
6.4,M,Assassin's Creed Unity: Dead Kings,68,PS4,"Action Adventure,Historic,Open-World","Ubisoft, Ubisoft Montreal"
7.3,M,Saints Row IV: Re-Elected & Gat Out of Hell,66,PS4,"Action Adventure,General,Modern,Open-World",Volition Inc.
5.4,M,Far Cry 4: Escape from Durgesh Prison,56,PS4,"Action,Shooter,First-Person,Modern,Arcade",Ubisoft Montreal
7.1,E10+,Citizens of Earth,70,PS4,"Role-Playing,General,Japanese-Style",Eden Industries
6.2,T,Ironclad Tactics,66,PS4,"Strategy,General",Zachtronics Industries
8.2,M,Life is Strange: Episode 1 - Chrysalis,75,PS4,"Action Adventure,General",DONTNOD Entertainment
5.8,M,Saints Row: Gat Out of Hell,64,PS4,"Action Adventure,General,Modern,Open-World",Volition Inc.
7.8,T,Grim Fandango Remastered,80,PS4,"General,Adventure,3D,Third-Person,Fantasy",Double Fine Productions
8.3,M,Resident Evil HD Remaster,83,PS4,"Horror,Action Adventure,Survival",Capcom
5.7,E10+,RISK,58,PS4,"Miscellaneous,Board / Card Game",Zoe Mode
7.4,E,Super Stardust Ultra,74,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",d3t Ltd
7.9,M,Dying Light,74,PS4,"Horror,Action Adventure,Horror,Survival",Techland
7.3,T,Apotheon,76,PS4,"Action,Beat-'Em-Up,2D",Alientrap
7.1,M,Game of Thrones: Episode Two - The Lost Lords,69,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
4.5,E,Trivial Pursuit Live!,63,PS4,"Miscellaneous,Trivia / Game Show",Longtail Studios
6.5,E,Unmechanical: Extended Edition,75,PS4,"Action,Puzzle,General,Platformer,2D",Grip Games
6.6,T,Pillar,59,PS4,"Puzzle,Action",MichaelArts
4.3,M,Evolve,76,PS4,"Sci-Fi,Action,Shooter,First-Person,Arcade",Turtle Rock Studios
7.1,E10+,Resogun: Defenders,85,PS4,"Action,Shooter,Shoot-'Em-Up,Horizontal",Housemarque
